BridgeID,ClientID,StylistID,IsPreferredStylist,FirstVisitDate,LastVisitDate,VisitCount,TotalSpend_GBP
BCS000725,CL1036,STY009,Yes,2024-11-13,2025-06-11,5,401.37
BCS000726,CL1036,STY008,No,2020-09-26,2021-08-28,8,336.25
BCS000727,CL1480,STY013,Yes,2020-12-16,2021-10-06,7,609.11
BCS000728,CL1480,STY046,No,2023-03-15,2024-02-14,8,285.91
BCS000729,CL2594,STY007,Yes,2021-04-15,2022-02-03,7,136.83
BCS000730,CL1549,STY044,Yes,2021-08-21,2022-02-05,4,247.26
BCS000731,CL0343,STY048,Yes,2022-11-05,2023-10-07,8,202.03
BCS000732,CL1532,STY072,Yes,2021-03-18,2022-01-06,7,498.86
BCS000733,CL1976,STY055,Yes,2024-06-17,2024-09-09,2,747.64
BCS000734,CL1976,STY007,No,2021-11-18,2022-10-20,8,833.26
BCS000735,CL1198,STY018,Yes,2022-04-01,2023-03-03,8,151.99
BCS000736,CL2377,STY069,Yes,2022-10-21,2023-01-13,2,563.83
BCS000737,CL2377,STY044,No,2022-07-31,2022-09-11,1,167.22
BCS000738,CL0811,STY014,Yes,2023-03-04,2023-12-23,7,469.75
BCS000739,CL0610,STY062,Yes,2023-06-18,2023-10-22,3,359.55
BCS000740,CL0610,STY017,No,2023-03-16,2023-07-20,3,129.9
BCS000741,CL0610,STY004,No,2024-10-03,2025-02-06,3,510.03
BCS000742,CL2853,STY017,Yes,2021-04-09,2021-08-13,3,827.0
BCS000743,CL2853,STY031,No,2022-07-10,2022-08-21,1,722.66
BCS000744,CL0381,STY026,Yes,2024-03-24,2025-02-23,8,537.05
BCS000745,CL0469,STY014,Yes,2021-12-04,2022-08-13,6,785.44
BCS000746,CL1068,STY010,Yes,2024-09-21,2025-03-08,4,700.56
BCS000747,CL1068,STY055,No,2023-08-15,2024-07-16,8,157.88
BCS000748,CL2410,STY003,Yes,2021-11-15,2022-10-17,8,323.54
BCS000749,CL2410,STY060,No,2024-10-25,2025-01-17,2,846.16
BCS000750,CL2582,STY024,Yes,2024-07-18,2025-06-19,8,719.18
BCS000751,CL2582,STY039,No,2023-04-08,2024-01-27,7,214.63
BCS000752,CL2582,STY072,No,2020-09-23,2021-06-02,6,548.97
BCS000753,CL2155,STY070,Yes,2021-05-01,2021-07-24,2,229.25
BCS000754,CL2118,STY061,Yes,2021-04-27,2022-02-15,7,629.75
BCS000755,CL2118,STY058,No,2022-08-02,2023-07-04,8,224.75
BCS000756,CL2719,STY039,Yes,2023-07-25,2024-02-20,5,244.15
BCS000757,CL2719,STY025,No,2021-12-02,2022-06-30,5,565.09
BCS000758,CL2416,STY064,Yes,2020-12-03,2021-09-23,7,368.24
BCS000759,CL1298,STY052,Yes,2024-03-21,2024-10-17,5,263.21
BCS000760,CL0876,STY006,Yes,2024-09-05,2025-01-09,3,558.1
BCS000761,CL2538,STY029,Yes,2021-07-07,2021-08-18,1,578.73
BCS000762,CL2924,STY061,Yes,2023-04-05,2024-01-24,7,820.56
BCS000763,CL0034,STY007,Yes,2021-08-10,2021-09-21,1,549.06
BCS000764,CL0034,STY073,No,2022-05-08,2023-01-15,6,459.61
BCS000765,CL1186,STY017,Yes,2021-08-12,2021-12-16,3,401.17
BCS000766,CL0058,STY018,Yes,2022-01-19,2022-08-17,5,543.39
BCS000767,CL0058,STY017,No,2020-03-08,2020-08-23,4,406.51
BCS000768,CL2723,STY007,Yes,2023-05-04,2023-07-27,2,636.96
BCS000769,CL1320,STY008,Yes,2020-07-24,2021-04-02,6,206.97
BCS000770,CL1170,STY015,Yes,2024-03-20,2025-02-19,8,234.18
BCS000771,CL0999,STY040,Yes,2020-05-14,2020-12-10,5,465.96
BCS000772,CL1806,STY054,Yes,2024-06-01,2024-07-13,1,758.5
BCS000773,CL1806,STY074,No,2023-07-22,2023-10-14,2,488.89
BCS000774,CL2030,STY029,Yes,2021-03-21,2021-11-28,6,556.17
BCS000775,CL2739,STY035,Yes,2020-12-01,2021-04-06,3,529.28
BCS000776,CL2739,STY058,No,2023-07-29,2024-01-13,4,724.72
BCS000777,CL2739,STY040,No,2024-04-08,2024-12-16,6,560.42
BCS000778,CL1741,STY062,Yes,2021-12-23,2022-06-09,4,746.6
BCS000779,CL1741,STY011,No,2020-02-10,2020-06-15,3,220.45
BCS000780,CL0389,STY021,Yes,2022-08-10,2023-01-25,4,399.03
BCS000781,CL0389,STY039,No,2020-01-22,2020-03-04,1,638.38
BCS000782,CL2105,STY073,Yes,2020-02-02,2020-03-15,1,625.89
BCS000783,CL0796,STY056,Yes,2024-09-21,2025-08-23,8,401.97
BCS000784,CL0796,STY039,No,2024-11-05,2025-06-03,5,322.34
BCS000785,CL0213,STY063,Yes,2021-05-25,2022-02-01,6,335.16
BCS000786,CL2165,STY007,Yes,2020-12-26,2021-06-12,4,189.33
BCS000787,CL2165,STY037,No,2023-06-22,2024-05-23,8,547.01
BCS000788,CL2513,STY008,Yes,2022-06-26,2023-03-05,6,707.63
BCS000789,CL2513,STY056,No,2021-07-02,2021-12-17,4,564.59
BCS000790,CL2057,STY030,Yes,2023-11-01,2024-08-21,7,538.55
BCS000791,CL0212,STY028,Yes,2024-02-23,2024-06-28,3,692.34
BCS000792,CL0245,STY023,Yes,2022-08-18,2023-02-02,4,347.45
BCS000793,CL0245,STY066,No,2021-02-09,2021-07-27,4,719.56
BCS000794,CL0410,STY013,Yes,2021-05-19,2021-06-30,1,800.36
BCS000795,CL0410,STY029,No,2021-04-21,2021-11-17,5,351.99
BCS000796,CL2944,STY027,Yes,2021-01-05,2021-06-22,4,414.44
BCS000797,CL2944,STY007,No,2020-07-26,2020-11-29,3,210.16
BCS000798,CL1968,STY033,Yes,2023-07-21,2024-03-29,6,239.11
BCS000799,CL1968,STY003,No,2024-08-04,2025-07-06,8,213.75
BCS000800,CL0997,STY045,Yes,2020-04-01,2020-12-09,6,786.47
BCS000801,CL0352,STY017,Yes,2021-05-24,2021-09-27,3,341.62
BCS000802,CL1279,STY063,Yes,2022-01-18,2022-09-27,6,339.82
BCS000803,CL1279,STY012,No,2024-10-25,2025-09-26,8,135.87
BCS000804,CL0845,STY035,Yes,2023-07-22,2023-09-02,1,301.4
BCS000805,CL2764,STY039,Yes,2021-11-29,2022-09-19,7,325.69
BCS000806,CL0346,STY021,Yes,2022-01-30,2022-10-09,6,741.17
BCS000807,CL1330,STY030,Yes,2022-11-11,2022-12-23,1,805.74
BCS000808,CL0378,STY010,Yes,2024-09-25,2025-03-12,4,715.83
BCS000809,CL0378,STY012,No,2024-02-09,2024-10-18,6,777.08
BCS000810,CL2985,STY029,Yes,2024-02-02,2024-08-30,5,556.49
BCS000811,CL1025,STY009,Yes,2023-06-16,2024-05-17,8,178.11
BCS000812,CL0938,STY041,Yes,2022-10-13,2023-01-05,2,770.07
BCS000813,CL0938,STY046,No,2022-03-14,2023-01-02,7,697.14
BCS000814,CL1775,STY066,Yes,2023-07-17,2023-11-20,3,835.4
BCS000815,CL1972,STY003,Yes,2024-09-16,2025-07-07,7,185.85
BCS000816,CL2191,STY010,Yes,2023-10-06,2024-06-14,6,768.29
BCS000817,CL1690,STY031,Yes,2020-09-26,2020-11-07,1,754.87
BCS000818,CL1690,STY041,No,2020-01-02,2020-12-03,8,424.04
BCS000819,CL2867,STY006,Yes,2021-08-15,2021-12-19,3,136.32
BCS000820,CL0426,STY050,Yes,2024-07-14,2025-03-23,6,599.07
BCS000821,CL0426,STY065,No,2022-05-10,2023-04-11,8,442.74
BCS000822,CL0061,STY025,Yes,2023-11-05,2024-04-21,4,618.01
BCS000823,CL2554,STY065,Yes,2020-03-27,2020-05-08,1,177.52
BCS000824,CL2247,STY037,Yes,2024-04-16,2025-02-04,7,648.21
BCS000825,CL2998,STY028,Yes,2022-09-21,2022-12-14,2,501.15
BCS000826,CL2998,STY020,No,2021-02-28,2021-04-11,1,307.19
BCS000827,CL2248,STY051,Yes,2021-05-12,2021-08-04,2,402.76
BCS000828,CL2248,STY015,No,2022-11-06,2023-10-08,8,629.33
BCS000829,CL2248,STY050,No,2024-02-11,2024-10-20,6,161.89
BCS000830,CL1869,STY046,Yes,2023-05-05,2023-06-16,1,844.72
BCS000831,CL1869,STY054,No,2023-07-09,2023-08-20,1,593.93
BCS000832,CL0399,STY052,Yes,2024-04-02,2024-08-06,3,382.05
BCS000833,CL0186,STY005,Yes,2020-01-25,2020-12-26,8,811.68
BCS000834,CL1661,STY021,Yes,2024-01-22,2024-04-15,2,603.29
BCS000835,CL1661,STY001,No,2024-11-06,2025-06-04,5,432.81
BCS000836,CL2149,STY059,Yes,2021-12-21,2022-10-11,7,308.45
BCS000837,CL2149,STY027,No,2022-08-12,2023-01-27,4,644.0
BCS000838,CL1312,STY004,Yes,2021-03-30,2021-05-11,1,675.33
BCS000839,CL1312,STY069,No,2023-05-21,2024-04-21,8,813.99
BCS000840,CL2782,STY073,Yes,2022-01-30,2022-04-24,2,579.37
BCS000841,CL1234,STY037,Yes,2023-05-29,2023-11-13,4,405.8
BCS000842,CL0528,STY034,Yes,2022-09-11,2023-04-09,5,521.05
BCS000843,CL0528,STY050,No,2022-06-09,2023-03-30,7,492.78
BCS000844,CL1355,STY058,Yes,2020-05-20,2021-01-27,6,670.96
BCS000845,CL1355,STY048,No,2020-07-25,2020-10-17,2,415.86
BCS000846,CL2891,STY006,Yes,2021-12-20,2022-08-29,6,714.88
BCS000847,CL0217,STY039,Yes,2021-05-24,2021-08-16,2,475.35
BCS000848,CL1666,STY057,Yes,2020-02-03,2020-03-16,1,196.7
BCS000849,CL1666,STY027,No,2022-12-19,2023-08-28,6,418.53
BCS000850,CL1666,STY019,No,2024-04-02,2024-09-17,4,276.37
BCS000851,CL2245,STY062,Yes,2022-09-14,2023-03-01,4,108.91
BCS000852,CL0010,STY049,Yes,2022-10-11,2023-09-12,8,176.74
BCS000853,CL0585,STY054,Yes,2022-01-30,2022-08-28,5,508.37
BCS000854,CL0585,STY014,No,2023-10-10,2024-02-13,3,104.52
BCS000855,CL1753,STY034,Yes,2023-09-23,2023-11-04,1,199.56
BCS000856,CL2369,STY038,Yes,2021-11-21,2022-07-31,6,112.95
BCS000857,CL2560,STY044,Yes,2021-08-28,2021-10-09,1,478.0
BCS000858,CL1002,STY005,Yes,2023-04-15,2023-09-30,4,523.86
BCS000859,CL1002,STY073,No,2022-10-12,2023-08-02,7,571.48
BCS000860,CL2598,STY066,Yes,2022-09-06,2023-01-10,3,328.94
BCS000861,CL1525,STY028,Yes,2020-01-28,2020-07-14,4,697.74
BCS000862,CL2789,STY032,Yes,2021-03-26,2021-05-07,1,115.76
BCS000863,CL2789,STY068,No,2023-04-03,2023-06-26,2,314.74
BCS000864,CL0735,STY040,Yes,2023-06-20,2023-12-05,4,839.37
BCS000865,CL0804,STY036,Yes,2020-08-05,2021-07-07,8,843.65
BCS000866,CL0051,STY053,Yes,2021-10-05,2022-05-03,5,407.05
BCS000867,CL1656,STY066,Yes,2023-06-22,2024-05-23,8,618.36
BCS000868,CL0137,STY067,Yes,2023-05-25,2024-03-14,7,213.36
BCS000869,CL2437,STY058,Yes,2024-05-12,2025-01-19,6,572.04
BCS000870,CL0757,STY022,Yes,2020-09-17,2021-03-04,4,123.2
BCS000871,CL0800,STY037,Yes,2020-03-20,2020-11-27,6,383.59
BCS000872,CL0223,STY014,Yes,2021-01-12,2021-09-21,6,154.5
BCS000873,CL0758,STY073,Yes,2024-02-17,2024-03-30,1,718.68
BCS000874,CL2058,STY067,Yes,2024-10-08,2025-02-11,3,678.01
BCS000875,CL1769,STY002,Yes,2021-11-20,2022-02-12,2,406.68
BCS000876,CL1374,STY070,Yes,2024-06-28,2024-09-20,2,736.6
BCS000877,CL1373,STY017,Yes,2022-09-26,2023-04-24,5,677.35
BCS000878,CL0078,STY005,Yes,2023-04-10,2024-01-29,7,698.74
BCS000879,CL1338,STY042,Yes,2020-10-14,2021-09-15,8,390.14
BCS000880,CL0566,STY071,Yes,2024-07-17,2025-02-12,5,323.57
BCS000881,CL0689,STY019,Yes,2020-11-23,2021-06-21,5,619.03
BCS000882,CL1181,STY069,Yes,2023-01-19,2023-11-09,7,239.5
BCS000883,CL0392,STY060,Yes,2021-04-25,2022-03-27,8,152.99
BCS000884,CL0393,STY029,Yes,2020-05-30,2020-08-22,2,784.62
BCS000885,CL1185,STY020,Yes,2022-02-17,2022-12-08,7,571.63
BCS000886,CL0629,STY034,Yes,2023-05-22,2023-11-06,4,600.5
BCS000887,CL0629,STY016,No,2022-04-17,2022-05-29,1,384.34
BCS000888,CL0112,STY059,Yes,2024-05-21,2024-08-13,2,754.38
BCS000889,CL2593,STY016,Yes,2024-08-28,2024-11-20,2,710.01
BCS000890,CL1675,STY017,Yes,2024-09-30,2025-07-21,7,817.09
BCS000891,CL1675,STY041,No,2023-10-17,2024-02-20,3,765.74
BCS000892,CL2471,STY053,Yes,2023-02-04,2023-07-22,4,313.55
BCS000893,CL2471,STY072,No,2020-04-02,2020-09-17,4,292.68
BCS000894,CL2916,STY026,Yes,2024-03-27,2024-06-19,2,484.33
BCS000895,CL0423,STY072,Yes,2023-07-21,2023-10-13,2,330.6
BCS000896,CL1291,STY044,Yes,2020-11-16,2021-07-26,6,575.32
BCS000897,CL1291,STY011,No,2022-06-30,2022-08-11,1,328.84
BCS000898,CL1291,STY030,No,2022-07-11,2022-08-22,1,474.26
BCS000899,CL0309,STY074,Yes,2024-03-05,2024-10-01,5,693.25
BCS000900,CL1049,STY050,Yes,2020-07-23,2021-02-18,5,593.74
BCS000901,CL1049,STY059,No,2022-10-27,2023-09-28,8,492.56
BCS000902,CL1310,STY026,Yes,2020-08-02,2021-02-28,5,706.04
BCS000903,CL2320,STY050,Yes,2021-07-10,2022-03-19,6,452.72
BCS000904,CL0581,STY020,Yes,2023-09-16,2024-08-17,8,547.73
BCS000905,CL0581,STY059,No,2024-06-07,2024-07-19,1,438.52
BCS000906,CL0581,STY042,No,2021-07-02,2021-08-13,1,262.98
BCS000907,CL0079,STY058,Yes,2021-06-12,2022-05-14,8,97.8
BCS000908,CL0079,STY034,No,2021-04-15,2021-09-30,4,554.39
BCS000909,CL0391,STY051,Yes,2020-07-01,2020-11-04,3,710.94
BCS000910,CL0391,STY037,No,2022-04-08,2022-11-04,5,148.46
BCS000911,CL2919,STY003,Yes,2020-12-09,2021-09-29,7,668.1
BCS000912,CL2919,STY029,No,2022-07-12,2023-03-21,6,271.48
BCS000913,CL1739,STY072,Yes,2020-04-03,2020-12-11,6,464.13
BCS000914,CL1024,STY031,Yes,2020-06-15,2020-07-27,1,847.32
BCS000915,CL1024,STY012,No,2023-05-19,2024-03-08,7,581.23
BCS000916,CL1024,STY005,No,2021-08-27,2022-06-17,7,689.04
BCS000917,CL0843,STY029,Yes,2022-03-22,2022-05-03,1,388.32
BCS000918,CL2128,STY008,Yes,2021-07-29,2022-06-30,8,314.4
BCS000919,CL2530,STY060,Yes,2023-05-12,2023-12-08,5,756.99
BCS000920,CL2440,STY067,Yes,2023-04-25,2023-11-21,5,479.12
BCS000921,CL0556,STY060,Yes,2020-01-25,2020-07-11,4,400.99
BCS000922,CL2747,STY007,Yes,2022-07-22,2023-06-23,8,97.97
BCS000923,CL2625,STY063,Yes,2024-04-16,2024-10-01,4,588.65
BCS000924,CL2994,STY040,Yes,2023-05-04,2023-10-19,4,705.75
BCS000925,CL0130,STY005,Yes,2022-12-16,2023-03-10,2,178.54
BCS000926,CL0130,STY057,No,2020-05-31,2021-05-02,8,175.5
BCS000927,CL1309,STY055,Yes,2020-03-15,2020-10-11,5,560.15
BCS000928,CL1309,STY007,No,2020-12-14,2021-03-08,2,297.38
BCS000929,CL2798,STY046,Yes,2021-11-15,2022-09-05,7,433.04
BCS000930,CL0535,STY030,Yes,2023-09-25,2024-04-22,5,596.01
BCS000931,CL0755,STY044,Yes,2020-11-27,2021-05-14,4,523.5
BCS000932,CL0755,STY048,No,2020-08-11,2021-07-13,8,681.0
BCS000933,CL0722,STY028,Yes,2024-01-28,2024-07-14,4,366.95
BCS000934,CL0194,STY008,Yes,2022-02-26,2022-12-17,7,834.86
BCS000935,CL0194,STY040,No,2021-03-15,2022-01-03,7,636.81
BCS000936,CL0194,STY024,No,2024-02-23,2025-01-24,8,583.93
BCS000937,CL1526,STY014,Yes,2022-07-19,2023-01-03,4,820.95
BCS000938,CL1548,STY055,Yes,2021-07-13,2022-06-14,8,636.83
BCS000939,CL1548,STY020,No,2020-11-07,2021-04-24,4,693.55
BCS000940,CL0573,STY045,Yes,2022-02-09,2022-10-19,6,827.16
BCS000941,CL0573,STY068,No,2021-05-13,2021-09-16,3,748.65
BCS000942,CL0113,STY050,Yes,2022-07-17,2022-10-09,2,291.88
BCS000943,CL0113,STY071,No,2020-06-09,2020-11-24,4,301.48
BCS000944,CL2406,STY016,Yes,2024-04-15,2025-03-17,8,787.65
BCS000945,CL2890,STY005,Yes,2022-05-31,2022-07-12,1,370.79
BCS000946,CL0310,STY013,Yes,2022-09-05,2023-02-20,4,717.69
BCS000947,CL2815,STY017,Yes,2020-08-30,2020-11-22,2,388.38
BCS000948,CL0851,STY051,Yes,2023-11-29,2024-05-15,4,800.52
BCS000949,CL2394,STY034,Yes,2022-03-16,2022-10-12,5,397.49
BCS000950,CL2189,STY069,Yes,2020-02-01,2020-04-25,2,803.7
BCS000951,CL2189,STY058,No,2023-09-19,2024-05-28,6,367.27
BCS000952,CL1257,STY030,Yes,2023-05-12,2023-10-27,4,284.16
BCS000953,CL0857,STY013,Yes,2024-01-23,2024-11-12,7,395.14
BCS000954,CL0916,STY020,Yes,2021-10-21,2022-02-24,3,551.27
BCS000955,CL0916,STY047,No,2024-10-11,2024-11-22,1,343.6
BCS000956,CL0414,STY023,Yes,2020-04-19,2020-05-31,1,131.17
BCS000957,CL0414,STY050,No,2020-06-13,2020-09-05,2,598.75
BCS000958,CL0789,STY011,Yes,2022-05-18,2022-08-10,2,408.54
BCS000959,CL0789,STY042,No,2024-09-28,2025-08-30,8,240.36
BCS000960,CL2678,STY033,Yes,2024-04-28,2024-07-21,2,200.18
BCS000961,CL0714,STY030,Yes,2020-01-03,2020-02-14,1,602.8
BCS000962,CL1490,STY018,Yes,2023-09-03,2024-02-18,4,495.8
BCS000963,CL0744,STY049,Yes,2024-08-31,2024-10-12,1,671.94
BCS000964,CL2500,STY072,Yes,2022-09-06,2023-01-10,3,243.46
BCS000965,CL2500,STY052,No,2021-03-22,2021-06-14,2,141.33
BCS000966,CL1552,STY068,Yes,2022-10-08,2023-09-09,8,811.26
BCS000967,CL1552,STY016,No,2021-05-16,2022-03-06,7,741.34
BCS000968,CL0479,STY041,Yes,2023-05-25,2023-09-28,3,190.47
BCS000969,CL0479,STY054,No,2020-05-27,2020-09-30,3,758.48
BCS000970,CL0479,STY009,No,2020-02-12,2020-12-02,7,256.06
BCS000971,CL0880,STY051,Yes,2024-08-10,2025-03-08,5,186.78
BCS000972,CL0649,STY029,Yes,2024-08-23,2024-10-04,1,212.43
BCS000973,CL2470,STY015,Yes,2023-11-14,2024-09-03,7,553.7
BCS000974,CL2726,STY025,Yes,2021-10-10,2022-01-02,2,407.44
BCS000975,CL1375,STY036,Yes,2020-01-31,2020-07-17,4,206.24
BCS000976,CL1687,STY009,Yes,2024-02-12,2024-07-29,4,592.23
BCS000977,CL1687,STY074,No,2021-12-04,2022-04-09,3,690.24
BCS000978,CL2704,STY052,Yes,2024-07-06,2025-06-07,8,783.19
BCS000979,CL1366,STY031,Yes,2022-08-02,2023-02-28,5,551.79
BCS000980,CL0518,STY042,Yes,2021-01-16,2021-09-25,6,234.68
BCS000981,CL0518,STY022,No,2023-06-13,2024-04-02,7,670.02
BCS000982,CL0888,STY067,Yes,2021-07-24,2022-01-08,4,700.08
BCS000983,CL2595,STY055,Yes,2022-06-09,2022-09-01,2,753.44
BCS000984,CL2595,STY070,No,2020-08-25,2020-11-17,2,328.38
BCS000985,CL0761,STY029,Yes,2021-06-11,2021-07-23,1,551.77
BCS000986,CL0761,STY006,No,2022-11-30,2023-01-11,1,336.96
BCS000987,CL0761,STY055,No,2022-10-20,2023-09-21,8,159.31
BCS000988,CL2051,STY045,Yes,2023-05-01,2023-06-12,1,677.05
BCS000989,CL1638,STY022,Yes,2022-09-07,2022-10-19,1,224.66
BCS000990,CL1638,STY062,No,2021-12-30,2022-03-24,2,614.51
BCS000991,CL1638,STY068,No,2020-02-02,2020-08-30,5,815.67
BCS000992,CL1223,STY060,Yes,2022-04-24,2022-08-28,3,764.17
BCS000993,CL1223,STY022,No,2022-03-23,2023-01-11,7,642.26
BCS000994,CL1223,STY015,No,2021-03-19,2021-07-23,3,238.65
BCS000995,CL1221,STY010,Yes,2023-01-01,2023-02-12,1,227.28
BCS000996,CL1814,STY073,Yes,2022-09-29,2023-08-31,8,676.02
BCS000997,CL1754,STY074,Yes,2023-05-17,2024-01-24,6,832.44
BCS000998,CL1754,STY026,No,2024-10-12,2025-06-21,6,671.55
BCS000999,CL0021,STY019,Yes,2021-06-05,2022-05-07,8,298.42
BCS001000,CL0710,STY009,Yes,2022-09-08,2023-02-23,4,840.67
BCS001001,CL1081,STY059,Yes,2023-12-26,2024-10-15,7,207.06
BCS001002,CL1081,STY002,No,2021-12-28,2022-10-18,7,818.17
BCS001003,CL1081,STY028,No,2022-08-06,2023-05-27,7,173.58
BCS001004,CL2098,STY072,Yes,2021-08-20,2021-12-24,3,249.99
BCS001005,CL1762,STY002,Yes,2023-01-17,2023-02-28,1,367.93
BCS001006,CL1759,STY005,Yes,2023-03-29,2023-08-02,3,569.35
BCS001007,CL1759,STY066,No,2023-07-29,2023-12-02,3,481.01
BCS001008,CL1759,STY019,No,2021-04-02,2021-08-06,3,698.53
BCS001009,CL0792,STY061,Yes,2023-10-30,2024-04-15,4,157.83
BCS001010,CL2699,STY030,Yes,2021-12-24,2022-07-22,5,506.3
BCS001011,CL2699,STY055,No,2020-11-01,2021-03-07,3,97.02
BCS001012,CL2624,STY009,Yes,2023-06-17,2024-05-18,8,732.94
BCS001013,CL0224,STY018,Yes,2023-01-20,2023-12-22,8,286.31
BCS001014,CL1461,STY056,Yes,2022-09-30,2023-07-21,7,670.33
BCS001015,CL1461,STY021,No,2021-03-04,2021-12-23,7,341.32
BCS001016,CL2724,STY042,Yes,2021-12-24,2022-09-02,6,163.99
BCS001017,CL1792,STY003,Yes,2020-06-14,2020-07-26,1,482.52
BCS001018,CL1792,STY047,No,2023-06-20,2024-01-16,5,614.92
BCS001019,CL1859,STY017,Yes,2024-12-01,2025-04-06,3,252.03
BCS001020,CL1859,STY055,No,2020-04-07,2020-05-19,1,253.4
BCS001021,CL1940,STY058,Yes,2020-10-02,2021-02-05,3,276.67
BCS001022,CL2889,STY068,Yes,2021-04-17,2021-05-29,1,627.57
BCS001023,CL1134,STY035,Yes,2023-10-30,2024-03-04,3,757.25
BCS001024,CL2254,STY026,Yes,2021-11-08,2022-04-25,4,528.61
BCS001025,CL2254,STY059,No,2022-06-09,2022-10-13,3,736.31
BCS001026,CL2579,STY015,Yes,2024-11-19,2025-09-09,7,630.65
BCS001027,CL0727,STY055,Yes,2024-09-16,2025-07-07,7,557.22
BCS001028,CL1933,STY061,Yes,2020-01-19,2020-07-05,4,250.79
BCS001029,CL1933,STY040,No,2020-01-03,2020-07-31,5,377.23
BCS001030,CL2375,STY009,Yes,2020-07-22,2021-05-12,7,390.18
BCS001031,CL2375,STY003,No,2023-04-03,2024-03-04,8,98.23
BCS001032,CL2375,STY050,No,2023-11-05,2024-06-02,5,314.06
BCS001033,CL1460,STY071,Yes,2020-07-23,2021-04-01,6,645.3
BCS001034,CL1460,STY004,No,2020-07-13,2021-06-14,8,402.45
BCS001035,CL1658,STY053,Yes,2024-08-27,2024-12-31,3,484.37
BCS001036,CL2463,STY038,Yes,2020-07-15,2020-10-07,2,365.79
BCS001037,CL2540,STY003,Yes,2023-09-01,2024-06-21,7,559.53
BCS001038,CL0728,STY054,Yes,2020-09-07,2021-05-17,6,726.53
BCS001039,CL0728,STY013,No,2023-12-21,2024-08-29,6,376.22
BCS001040,CL0728,STY025,No,2023-11-30,2024-05-16,4,620.72
BCS001041,CL2795,STY071,Yes,2020-04-08,2020-12-16,6,474.93
BCS001042,CL2422,STY059,Yes,2023-08-19,2024-07-20,8,575.15
BCS001043,CL1520,STY035,Yes,2024-02-24,2024-04-06,1,815.76
BCS001044,CL1362,STY040,Yes,2022-04-08,2022-08-12,3,803.51
BCS001045,CL1362,STY064,No,2024-03-08,2024-08-23,4,544.84
BCS001046,CL2778,STY014,Yes,2020-06-27,2020-09-19,2,785.55
BCS001047,CL1096,STY042,Yes,2022-11-03,2023-08-24,7,725.29
BCS001048,CL1096,STY041,No,2022-08-06,2023-07-08,8,626.61
BCS001049,CL1999,STY023,Yes,2022-04-03,2022-05-15,1,261.89
BCS001050,CL1598,STY036,Yes,2021-05-02,2021-06-13,1,287.32
BCS001051,CL1598,STY069,No,2022-01-04,2022-02-15,1,628.56
BCS001052,CL1598,STY003,No,2023-04-29,2024-03-30,8,183.89
BCS001053,CL0646,STY009,Yes,2024-06-24,2025-01-20,5,719.25
BCS001054,CL1515,STY029,Yes,2022-01-23,2022-10-02,6,819.52
BCS001055,CL2570,STY047,Yes,2020-04-02,2020-12-10,6,651.02
BCS001056,CL2570,STY024,No,2021-12-23,2022-10-13,7,429.43
BCS001057,CL2925,STY012,Yes,2020-08-07,2021-01-22,4,687.87
BCS001058,CL0249,STY071,Yes,2023-12-22,2024-07-19,5,667.74
BCS001059,CL0249,STY029,No,2022-08-15,2023-06-05,7,828.53
BCS001060,CL0249,STY003,No,2022-06-24,2023-01-20,5,340.48
BCS001061,CL1707,STY014,Yes,2022-03-07,2022-04-18,1,509.87
BCS001062,CL1707,STY012,No,2024-10-04,2025-06-13,6,825.82
BCS001063,CL1706,STY005,Yes,2024-06-22,2024-09-14,2,758.04
BCS001064,CL2734,STY022,Yes,2020-08-26,2021-02-10,4,247.07
BCS001065,CL2734,STY024,No,2023-12-23,2024-10-12,7,140.89
BCS001066,CL0432,STY026,Yes,2022-06-05,2022-08-28,2,193.08
BCS001067,CL0432,STY035,No,2022-11-05,2023-04-22,4,100.31
BCS001068,CL0432,STY059,No,2022-10-12,2023-05-10,5,389.76
BCS001069,CL1092,STY015,Yes,2024-03-11,2024-08-26,4,646.54
BCS001070,CL1937,STY062,Yes,2023-03-28,2023-08-01,3,447.24
BCS001071,CL2977,STY043,Yes,2020-04-09,2020-09-24,4,254.49
BCS001072,CL2977,STY051,No,2023-10-18,2024-09-18,8,659.87
BCS001073,CL0898,STY046,Yes,2022-11-17,2023-07-27,6,649.08
BCS001074,CL0898,STY019,No,2023-02-22,2023-12-13,7,481.96
BCS001075,CL1021,STY034,Yes,2024-05-08,2024-10-23,4,826.71
BCS001076,CL2685,STY032,Yes,2020-04-14,2020-05-26,1,582.01
BCS001077,CL2300,STY064,Yes,2023-04-17,2023-11-13,5,559.68
BCS001078,CL0653,STY039,Yes,2022-08-05,2023-03-03,5,751.51
BCS001079,CL0653,STY036,No,2021-09-26,2022-04-24,5,178.29
BCS001080,CL0653,STY041,No,2020-03-29,2021-02-28,8,399.26
BCS001081,CL2535,STY022,Yes,2022-02-28,2022-11-07,6,310.03
BCS001082,CL2535,STY055,No,2021-04-20,2021-11-16,5,675.29
BCS001083,CL2535,STY018,No,2024-08-27,2025-05-06,6,845.1
BCS001084,CL1809,STY051,Yes,2020-03-04,2020-09-30,5,283.36
BCS001085,CL1110,STY066,Yes,2021-03-04,2021-11-11,6,815.88
BCS001086,CL1614,STY073,Yes,2022-08-04,2023-05-25,7,369.73
BCS001087,CL1614,STY007,No,2024-10-17,2025-06-26,6,435.08
