SaleID,Date,ConsultantID,StylistID,ClientID,ProductID,ProductName,Category,Season,Quantity,Revenue_GBP,SaleType,Year,MonthName,QuarterYear
PS005711,2024-08-21,CON001,STY001,CL1039,PR22,Gift Voucher £150,Gift,All,3,450,Follow-up,2024,August,Q3 2024
PS005712,2024-08-21,CON001,STY002,CL1645,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Post-Consultation,2024,August,Q3 2024
PS005713,2024-08-21,CON016,STY045,CL1963,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Post-Consultation,2024,August,Q3 2024
PS005714,2024-08-21,CON006,STY019,CL1252,PR22,Gift Voucher £150,Gift,All,2,300,Follow-up,2024,August,Q3 2024
PS005715,2024-08-21,CON007,STY020,CL2095,PR18,Colour Journal,Books,All,2,36,Gift,2024,August,Q3 2024
PS005716,2024-08-22,CON004,STY011,CL2157,PR21,Gift Voucher £100,Gift,All,1,100,Gift,2024,August,Q3 2024
PS005717,2024-08-22,CON003,STY007,CL2412,PR18,Colour Journal,Books,All,1,18,Gift,2024,August,Q3 2024
PS005718,2024-08-22,CON001,STY002,CL1750,PR17,Style Guide Book,Books,All,1,24,Online,2024,August,Q3 2024
PS005719,2024-08-23,CON017,STY047,CL1949,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,2,70,Follow-up,2024,August,Q3 2024
PS005720,2024-08-23,CON015,STY043,CL0941,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Post-Consultation,2024,August,Q3 2024
PS005721,2024-08-23,CON015,STY042,CL1572,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Gift,2024,August,Q3 2024
PS005722,2024-08-23,CON015,STY042,CL1372,PR12,Lipstick — Rose,Cosmetics,Summer,2,36,Post-Consultation,2024,August,Q3 2024
PS005723,2024-08-23,CON018,STY050,CL0033,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Post-Consultation,2024,August,Q3 2024
PS005724,2024-08-23,CON024,STY068,CL0761,PR22,Gift Voucher £150,Gift,All,1,150,Post-Consultation,2024,August,Q3 2024
PS005725,2024-08-23,CON024,STY070,CL1726,PR02,Colour Fan — Summer,Colour Tools,Summer,1,42,Follow-up,2024,August,Q3 2024
PS005726,2024-08-23,CON022,STY065,CL0507,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Online,2024,August,Q3 2024
PS005727,2024-08-23,CON004,STY012,CL1685,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Online,2024,August,Q3 2024
PS005728,2024-08-23,CON004,STY010,CL2232,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,3,105,Gift,2024,August,Q3 2024
PS005729,2024-08-24,CON008,STY023,CL2415,PR20,Gift Voucher £50,Gift,All,1,50,Online,2024,August,Q3 2024
PS005730,2024-08-24,CON001,STY001,CL1511,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Online,2024,August,Q3 2024
PS005731,2024-08-24,CON025,STY073,CL2275,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Gift,2024,August,Q3 2024
PS005732,2024-08-24,CON019,STY054,CL2394,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Post-Consultation,2024,August,Q3 2024
PS005733,2024-08-24,CON019,STY054,CL2820,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Gift,2024,August,Q3 2024
PS005734,2024-08-24,CON013,STY038,CL2064,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,3,84,Follow-up,2024,August,Q3 2024
PS005735,2024-08-24,CON013,STY037,CL1384,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Online,2024,August,Q3 2024
PS005736,2024-08-24,CON016,STY045,CL2784,PR18,Colour Journal,Books,All,3,54,Gift,2024,August,Q3 2024
PS005737,2024-08-26,CON006,STY019,CL2385,PR11,Lipstick — Coral,Cosmetics,Spring,2,36,Post-Consultation,2024,August,Q3 2024
PS005738,2024-08-26,CON017,STY047,CL1946,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Post-Consultation,2024,August,Q3 2024
PS005739,2024-08-26,CON017,STY048,CL2837,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Gift,2024,August,Q3 2024
PS005740,2024-08-26,CON015,STY042,CL1412,PR18,Colour Journal,Books,All,1,18,Follow-up,2024,August,Q3 2024
PS005741,2024-08-26,CON014,STY039,CL1156,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Online,2024,August,Q3 2024
PS005742,2024-08-26,CON009,STY027,CL1257,PR11,Lipstick — Coral,Cosmetics,Spring,1,18,Online,2024,August,Q3 2024
PS005743,2024-08-26,CON022,STY062,CL1293,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Follow-up,2024,August,Q3 2024
PS005744,2024-08-26,CON022,STY063,CL1701,PR13,Lipstick — Terracotta,Cosmetics,Autumn,2,36,Gift,2024,August,Q3 2024
PS005745,2024-08-26,CON022,STY065,CL1404,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Gift,2024,August,Q3 2024
PS005746,2024-08-26,CON025,STY073,CL1282,PR19,Shopping Guide Card,Books,All,3,24,Post-Consultation,2024,August,Q3 2024
PS005747,2024-08-26,CON024,STY068,CL0977,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Post-Consultation,2024,August,Q3 2024
PS005748,2024-08-26,CON024,STY070,CL0546,PR19,Shopping Guide Card,Books,All,1,8,Online,2024,August,Q3 2024
PS005749,2024-08-26,CON004,STY013,CL0741,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Online,2024,August,Q3 2024
PS005750,2024-08-27,CON008,STY024,CL1476,PR12,Lipstick — Rose,Cosmetics,Summer,3,54,Gift,2024,August,Q3 2024
PS005751,2024-08-27,CON012,STY033,CL1705,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Online,2024,August,Q3 2024
PS005752,2024-08-27,CON022,STY065,CL0302,PR05,Silk Scarf — Spring,Accessories,Spring,3,204,Post-Consultation,2024,August,Q3 2024
PS005753,2024-08-27,CON022,STY063,CL2106,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Gift,2024,August,Q3 2024
PS005754,2024-08-27,CON021,STY060,CL0644,PR08,Silk Scarf — Winter,Accessories,Winter,2,136,Online,2024,August,Q3 2024
PS005755,2024-08-27,CON021,STY059,CL0300,PR17,Style Guide Book,Books,All,3,72,Post-Consultation,2024,August,Q3 2024
PS005756,2024-08-27,CON021,STY060,CL0176,PR18,Colour Journal,Books,All,1,18,Follow-up,2024,August,Q3 2024
PS005757,2024-08-27,CON003,STY007,CL1516,PR19,Shopping Guide Card,Books,All,1,8,Follow-up,2024,August,Q3 2024
PS005758,2024-08-27,CON017,STY049,CL1767,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Gift,2024,August,Q3 2024
PS005759,2024-08-27,CON017,STY048,CL0423,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Online,2024,August,Q3 2024
PS005760,2024-08-27,CON015,STY043,CL2468,PR04,Colour Fan — Winter,Colour Tools,Winter,2,84,Online,2024,August,Q3 2024
PS005761,2024-08-27,CON006,STY018,CL0762,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Online,2024,August,Q3 2024
PS005762,2024-08-27,CON006,STY019,CL1096,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Gift,2024,August,Q3 2024
PS005763,2024-08-27,CON013,STY037,CL2436,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Gift,2024,August,Q3 2024
PS005764,2024-08-27,CON013,STY037,CL1287,PR22,Gift Voucher £150,Gift,All,1,150,Online,2024,August,Q3 2024
PS005765,2024-08-27,CON024,STY068,CL1630,PR17,Style Guide Book,Books,All,3,72,Post-Consultation,2024,August,Q3 2024
PS005766,2024-08-27,CON024,STY071,CL2561,PR22,Gift Voucher £150,Gift,All,2,300,Online,2024,August,Q3 2024
PS005767,2024-08-27,CON014,STY040,CL0377,PR18,Colour Journal,Books,All,1,18,Online,2024,August,Q3 2024
PS005768,2024-08-27,CON014,STY040,CL2809,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Follow-up,2024,August,Q3 2024
PS005769,2024-08-27,CON010,STY030,CL2922,PR22,Gift Voucher £150,Gift,All,2,300,Gift,2024,August,Q3 2024
PS005770,2024-08-28,CON008,STY024,CL1208,PR20,Gift Voucher £50,Gift,All,1,50,Gift,2024,August,Q3 2024
PS005771,2024-08-28,CON002,STY005,CL2371,PR18,Colour Journal,Books,All,1,18,Post-Consultation,2024,August,Q3 2024
PS005772,2024-08-28,CON002,STY004,CL1632,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Gift,2024,August,Q3 2024
PS005773,2024-08-28,CON002,STY003,CL1564,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Post-Consultation,2024,August,Q3 2024
PS005774,2024-08-28,CON003,STY009,CL1697,PR20,Gift Voucher £50,Gift,All,1,50,Gift,2024,August,Q3 2024
PS005775,2024-08-28,CON001,STY002,CL2201,PR22,Gift Voucher £150,Gift,All,1,150,Follow-up,2024,August,Q3 2024
PS005776,2024-08-29,CON020,STY055,CL0059,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Post-Consultation,2024,August,Q3 2024
PS005777,2024-08-29,CON009,STY025,CL1093,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Post-Consultation,2024,August,Q3 2024
PS005778,2024-08-29,CON021,STY061,CL1292,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Online,2024,August,Q3 2024
PS005779,2024-08-29,CON021,STY059,CL0392,PR22,Gift Voucher £150,Gift,All,1,150,Post-Consultation,2024,August,Q3 2024
PS005780,2024-08-29,CON021,STY059,CL2609,PR19,Shopping Guide Card,Books,All,1,8,Online,2024,August,Q3 2024
PS005781,2024-08-29,CON015,STY043,CL1487,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Post-Consultation,2024,August,Q3 2024
PS005782,2024-08-29,CON015,STY042,CL2895,PR22,Gift Voucher £150,Gift,All,1,150,Gift,2024,August,Q3 2024
PS005783,2024-08-29,CON015,STY042,CL1985,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Gift,2024,August,Q3 2024
PS005784,2024-08-29,CON018,STY051,CL0401,PR20,Gift Voucher £50,Gift,All,1,50,Gift,2024,August,Q3 2024
PS005785,2024-08-29,CON005,STY017,CL2603,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Online,2024,August,Q3 2024
PS005786,2024-08-29,CON024,STY069,CL2375,PR18,Colour Journal,Books,All,1,18,Follow-up,2024,August,Q3 2024
PS005787,2024-08-29,CON025,STY072,CL0140,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Post-Consultation,2024,August,Q3 2024
PS005788,2024-08-30,CON014,STY039,CL2256,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Follow-up,2024,August,Q3 2024
PS005789,2024-08-30,CON014,STY041,CL1039,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Gift,2024,August,Q3 2024
PS005790,2024-08-30,CON014,STY039,CL1966,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Post-Consultation,2024,August,Q3 2024
PS005791,2024-08-30,CON017,STY048,CL1287,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Post-Consultation,2024,August,Q3 2024
PS005792,2024-08-30,CON004,STY012,CL2880,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Post-Consultation,2024,August,Q3 2024
PS005793,2024-08-30,CON004,STY012,CL2554,PR18,Colour Journal,Books,All,1,18,Online,2024,August,Q3 2024
PS005794,2024-08-30,CON004,STY011,CL2887,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Follow-up,2024,August,Q3 2024
PS005795,2024-08-30,CON007,STY022,CL0430,PR03,Colour Fan — Autumn,Colour Tools,Autumn,3,126,Post-Consultation,2024,August,Q3 2024
PS005796,2024-08-30,CON007,STY021,CL1339,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Gift,2024,August,Q3 2024
PS005797,2024-08-31,CON006,STY018,CL1852,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Follow-up,2024,August,Q3 2024
PS005798,2024-08-31,CON006,STY018,CL2945,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Gift,2024,August,Q3 2024
PS005799,2024-08-31,CON006,STY019,CL2839,PR18,Colour Journal,Books,All,1,18,Online,2024,August,Q3 2024
PS005800,2024-08-31,CON024,STY071,CL1082,PR05,Silk Scarf — Spring,Accessories,Spring,2,136,Online,2024,August,Q3 2024
PS005801,2024-08-31,CON024,STY068,CL0766,PR20,Gift Voucher £50,Gift,All,1,50,Online,2024,August,Q3 2024
PS005802,2024-08-31,CON017,STY047,CL0214,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Post-Consultation,2024,August,Q3 2024
PS005803,2024-08-31,CON012,STY034,CL0966,PR05,Silk Scarf — Spring,Accessories,Spring,2,136,Online,2024,August,Q3 2024
PS005804,2024-08-31,CON012,STY034,CL2224,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Post-Consultation,2024,August,Q3 2024
PS005805,2024-08-31,CON013,STY037,CL2512,PR01,Colour Fan — Spring,Colour Tools,Spring,3,126,Online,2024,August,Q3 2024
PS005806,2024-08-31,CON013,STY038,CL1427,PR20,Gift Voucher £50,Gift,All,1,50,Follow-up,2024,August,Q3 2024
PS005807,2024-08-31,CON013,STY037,CL2220,PR10,Foundation — Cool,Cosmetics,Summer/Winter,2,56,Online,2024,August,Q3 2024
PS005808,2024-08-31,CON005,STY014,CL0455,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Follow-up,2024,August,Q3 2024
PS005809,2024-08-31,CON011,STY031,CL2644,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Post-Consultation,2024,August,Q3 2024
PS005810,2024-08-31,CON025,STY074,CL0486,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Post-Consultation,2024,August,Q3 2024
PS005811,2024-08-31,CON025,STY074,CL0720,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Post-Consultation,2024,August,Q3 2024
PS005812,2024-08-31,CON003,STY008,CL0019,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,3,105,Post-Consultation,2024,August,Q3 2024
PS005813,2024-08-31,CON021,STY059,CL2439,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,3,84,Follow-up,2024,August,Q3 2024
PS005814,2024-09-02,CON009,STY027,CL1646,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Online,2024,September,Q3 2024
PS005815,2024-09-02,CON017,STY047,CL0541,PR05,Silk Scarf — Spring,Accessories,Spring,2,136,Online,2024,September,Q3 2024
PS005816,2024-09-02,CON017,STY049,CL1531,PR02,Colour Fan — Summer,Colour Tools,Summer,1,42,Online,2024,September,Q3 2024
PS005817,2024-09-02,CON003,STY009,CL2173,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Follow-up,2024,September,Q3 2024
PS005818,2024-09-02,CON014,STY040,CL0448,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Gift,2024,September,Q3 2024
PS005819,2024-09-02,CON022,STY063,CL0717,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Gift,2024,September,Q3 2024
PS005820,2024-09-02,CON018,STY050,CL1384,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Gift,2024,September,Q3 2024
PS005821,2024-09-02,CON018,STY052,CL0960,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Online,2024,September,Q3 2024
PS005822,2024-09-02,CON001,STY002,CL1514,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Post-Consultation,2024,September,Q3 2024
PS005823,2024-09-02,CON001,STY002,CL0164,PR11,Lipstick — Coral,Cosmetics,Spring,1,18,Follow-up,2024,September,Q3 2024
PS005824,2024-09-02,CON001,STY002,CL2191,PR11,Lipstick — Coral,Cosmetics,Spring,1,18,Follow-up,2024,September,Q3 2024
PS005825,2024-09-02,CON007,STY020,CL2556,PR08,Silk Scarf — Winter,Accessories,Winter,2,136,Gift,2024,September,Q3 2024
PS005826,2024-09-02,CON021,STY060,CL1519,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Follow-up,2024,September,Q3 2024
PS005827,2024-09-02,CON021,STY060,CL0615,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Follow-up,2024,September,Q3 2024
PS005828,2024-09-02,CON005,STY016,CL1988,PR21,Gift Voucher £100,Gift,All,1,100,Post-Consultation,2024,September,Q3 2024
PS005829,2024-09-02,CON004,STY010,CL0337,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Post-Consultation,2024,September,Q3 2024
PS005830,2024-09-02,CON004,STY011,CL1270,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Gift,2024,September,Q3 2024
PS005831,2024-09-02,CON004,STY010,CL1220,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Gift,2024,September,Q3 2024
PS005832,2024-09-02,CON015,STY042,CL2662,PR11,Lipstick — Coral,Cosmetics,Spring,2,36,Gift,2024,September,Q3 2024
PS005833,2024-09-02,CON013,STY037,CL1468,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Post-Consultation,2024,September,Q3 2024
PS005834,2024-09-02,CON020,STY057,CL2428,PR18,Colour Journal,Books,All,2,36,Online,2024,September,Q3 2024
PS005835,2024-09-03,CON025,STY072,CL0145,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Post-Consultation,2024,September,Q3 2024
PS005836,2024-09-03,CON017,STY047,CL1462,PR22,Gift Voucher £150,Gift,All,1,150,Gift,2024,September,Q3 2024
PS005837,2024-09-03,CON004,STY012,CL0306,PR17,Style Guide Book,Books,All,1,24,Post-Consultation,2024,September,Q3 2024
PS005838,2024-09-03,CON004,STY010,CL0941,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Gift,2024,September,Q3 2024
PS005839,2024-09-03,CON007,STY020,CL0584,PR18,Colour Journal,Books,All,1,18,Follow-up,2024,September,Q3 2024
PS005840,2024-09-03,CON006,STY019,CL2536,PR18,Colour Journal,Books,All,1,18,Follow-up,2024,September,Q3 2024
PS005841,2024-09-03,CON006,STY019,CL1079,PR02,Colour Fan — Summer,Colour Tools,Summer,1,42,Gift,2024,September,Q3 2024
PS005842,2024-09-03,CON006,STY019,CL2435,PR10,Foundation — Cool,Cosmetics,Summer/Winter,2,56,Post-Consultation,2024,September,Q3 2024
PS005843,2024-09-03,CON020,STY055,CL0557,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Gift,2024,September,Q3 2024
PS005844,2024-09-03,CON008,STY023,CL0246,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Follow-up,2024,September,Q3 2024
PS005845,2024-09-03,CON001,STY001,CL1147,PR11,Lipstick — Coral,Cosmetics,Spring,3,54,Post-Consultation,2024,September,Q3 2024
PS005846,2024-09-03,CON001,STY002,CL2232,PR18,Colour Journal,Books,All,2,36,Follow-up,2024,September,Q3 2024
PS005847,2024-09-03,CON023,STY067,CL0025,PR20,Gift Voucher £50,Gift,All,1,50,Gift,2024,September,Q3 2024
PS005848,2024-09-03,CON023,STY067,CL2712,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Gift,2024,September,Q3 2024
PS005849,2024-09-04,CON009,STY025,CL0355,PR20,Gift Voucher £50,Gift,All,1,50,Post-Consultation,2024,September,Q3 2024
PS005850,2024-09-04,CON024,STY068,CL1107,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Follow-up,2024,September,Q3 2024
PS005851,2024-09-04,CON024,STY069,CL2521,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Gift,2024,September,Q3 2024
PS005852,2024-09-04,CON012,STY036,CL0899,PR07,Silk Scarf — Autumn,Accessories,Autumn,2,136,Post-Consultation,2024,September,Q3 2024
PS005853,2024-09-04,CON002,STY005,CL2329,PR02,Colour Fan — Summer,Colour Tools,Summer,1,42,Online,2024,September,Q3 2024
PS005854,2024-09-04,CON022,STY062,CL1570,PR17,Style Guide Book,Books,All,1,24,Follow-up,2024,September,Q3 2024
PS005855,2024-09-04,CON022,STY064,CL0811,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Follow-up,2024,September,Q3 2024
PS005856,2024-09-04,CON022,STY062,CL2092,PR13,Lipstick — Terracotta,Cosmetics,Autumn,2,36,Post-Consultation,2024,September,Q3 2024
PS005857,2024-09-04,CON011,STY032,CL1888,PR22,Gift Voucher £150,Gift,All,1,150,Gift,2024,September,Q3 2024
PS005858,2024-09-04,CON025,STY073,CL1358,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Gift,2024,September,Q3 2024
PS005859,2024-09-04,CON025,STY072,CL1956,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Online,2024,September,Q3 2024
PS005860,2024-09-04,CON014,STY041,CL1421,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Online,2024,September,Q3 2024
PS005861,2024-09-04,CON014,STY041,CL2620,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Gift,2024,September,Q3 2024
PS005862,2024-09-04,CON013,STY038,CL1635,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Online,2024,September,Q3 2024
PS005863,2024-09-04,CON013,STY038,CL2213,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Post-Consultation,2024,September,Q3 2024
PS005864,2024-09-04,CON016,STY044,CL2737,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Follow-up,2024,September,Q3 2024
PS005865,2024-09-04,CON023,STY067,CL0214,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Follow-up,2024,September,Q3 2024
PS005866,2024-09-04,CON006,STY019,CL1066,PR21,Gift Voucher £100,Gift,All,1,100,Online,2024,September,Q3 2024
PS005867,2024-09-04,CON004,STY013,CL0678,PR21,Gift Voucher £100,Gift,All,2,200,Follow-up,2024,September,Q3 2024
PS005868,2024-09-04,CON004,STY010,CL2668,PR02,Colour Fan — Summer,Colour Tools,Summer,1,42,Online,2024,September,Q3 2024
PS005869,2024-09-04,CON004,STY013,CL1059,PR11,Lipstick — Coral,Cosmetics,Spring,2,36,Online,2024,September,Q3 2024
PS005870,2024-09-05,CON016,STY046,CL2514,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Online,2024,September,Q3 2024
PS005871,2024-09-05,CON022,STY065,CL1836,PR17,Style Guide Book,Books,All,1,24,Online,2024,September,Q3 2024
PS005872,2024-09-05,CON022,STY065,CL1201,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Gift,2024,September,Q3 2024
PS005873,2024-09-05,CON019,STY054,CL1373,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Gift,2024,September,Q3 2024
PS005874,2024-09-05,CON019,STY054,CL2004,PR21,Gift Voucher £100,Gift,All,1,100,Online,2024,September,Q3 2024
PS005875,2024-09-05,CON019,STY053,CL0189,PR18,Colour Journal,Books,All,1,18,Follow-up,2024,September,Q3 2024
PS005876,2024-09-05,CON003,STY008,CL1774,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Follow-up,2024,September,Q3 2024
PS005877,2024-09-05,CON003,STY008,CL1729,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Online,2024,September,Q3 2024
PS005878,2024-09-05,CON003,STY007,CL1047,PR14,Lipstick — Berry,Cosmetics,Winter,2,36,Online,2024,September,Q3 2024
PS005879,2024-09-05,CON004,STY010,CL1569,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Gift,2024,September,Q3 2024
PS005880,2024-09-05,CON004,STY010,CL2126,PR18,Colour Journal,Books,All,3,54,Post-Consultation,2024,September,Q3 2024
PS005881,2024-09-05,CON012,STY036,CL2601,PR20,Gift Voucher £50,Gift,All,1,50,Follow-up,2024,September,Q3 2024
PS005882,2024-09-05,CON009,STY028,CL0045,PR11,Lipstick — Coral,Cosmetics,Spring,3,54,Post-Consultation,2024,September,Q3 2024
PS005883,2024-09-05,CON009,STY025,CL1142,PR19,Shopping Guide Card,Books,All,2,16,Post-Consultation,2024,September,Q3 2024
PS005884,2024-09-05,CON014,STY041,CL0107,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,3,105,Post-Consultation,2024,September,Q3 2024
PS005885,2024-09-06,CON012,STY035,CL2826,PR13,Lipstick — Terracotta,Cosmetics,Autumn,3,54,Gift,2024,September,Q3 2024
PS005886,2024-09-06,CON012,STY036,CL2902,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Gift,2024,September,Q3 2024
PS005887,2024-09-06,CON001,STY001,CL2838,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Follow-up,2024,September,Q3 2024
PS005888,2024-09-06,CON015,STY043,CL0303,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Post-Consultation,2024,September,Q3 2024
PS005889,2024-09-06,CON015,STY042,CL1165,PR22,Gift Voucher £150,Gift,All,1,150,Follow-up,2024,September,Q3 2024
PS005890,2024-09-06,CON019,STY054,CL2994,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Follow-up,2024,September,Q3 2024
PS005891,2024-09-06,CON019,STY054,CL1387,PR22,Gift Voucher £150,Gift,All,1,150,Post-Consultation,2024,September,Q3 2024
PS005892,2024-09-06,CON007,STY021,CL2907,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Online,2024,September,Q3 2024
PS005893,2024-09-06,CON025,STY073,CL1663,PR21,Gift Voucher £100,Gift,All,3,300,Gift,2024,September,Q3 2024
PS005894,2024-09-07,CON012,STY036,CL0606,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Follow-up,2024,September,Q3 2024
PS005895,2024-09-07,CON019,STY054,CL1022,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Gift,2024,September,Q3 2024
PS005896,2024-09-07,CON019,STY054,CL0545,PR19,Shopping Guide Card,Books,All,1,8,Post-Consultation,2024,September,Q3 2024
PS005897,2024-09-09,CON023,STY066,CL0187,PR21,Gift Voucher £100,Gift,All,1,100,Gift,2024,September,Q3 2024
PS005898,2024-09-09,CON023,STY067,CL0262,PR20,Gift Voucher £50,Gift,All,3,150,Online,2024,September,Q3 2024
PS005899,2024-09-09,CON023,STY066,CL0809,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Gift,2024,September,Q3 2024
PS005900,2024-09-09,CON007,STY020,CL0508,PR22,Gift Voucher £150,Gift,All,1,150,Follow-up,2024,September,Q3 2024
PS005901,2024-09-09,CON025,STY073,CL1701,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Post-Consultation,2024,September,Q3 2024
PS005902,2024-09-09,CON025,STY074,CL2127,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Online,2024,September,Q3 2024
PS005903,2024-09-09,CON011,STY032,CL1626,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Post-Consultation,2024,September,Q3 2024
PS005904,2024-09-09,CON022,STY064,CL0885,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Post-Consultation,2024,September,Q3 2024
PS005905,2024-09-09,CON001,STY001,CL1848,PR10,Foundation — Cool,Cosmetics,Summer/Winter,3,84,Gift,2024,September,Q3 2024
PS005906,2024-09-09,CON001,STY001,CL2628,PR22,Gift Voucher £150,Gift,All,1,150,Gift,2024,September,Q3 2024
