ReferralID,ReferrerClientID,ReferredClientID,ReferralDate,Converted,ReferralChannel,FirstServiceBooked,RevenueGenerated_GBP,Year,QuarterYear
REF000522,CL2491,CL1165,2025-07-22,No,In-Person,Style Analysis,0,2025,Q3 2025
REF000523,CL1878,CL2901,2023-11-11,Yes,Word of Mouth,Colour Analysis,417.98,2023,Q4 2023
REF000524,CL1878,CL2354,2023-09-17,Yes,WhatsApp,Style Analysis,161.68,2023,Q3 2023
REF000525,CL1878,CL2897,2023-03-13,Yes,WhatsApp,Style Analysis,216.2,2023,Q1 2023
REF000526,CL2547,CL0103,2025-04-08,No,Social Media Post,Makeup Lesson,0,2025,Q2 2025
REF000527,CL1431,CL2238,2025-11-05,Yes,WhatsApp,Makeup Lesson,386.19,2025,Q4 2025
REF000528,CL1431,CL2350,2023-10-29,No,Email,Colour & Style Combined,0,2023,Q4 2023
REF000529,CL1431,CL2823,2023-08-19,No,Word of Mouth,Style Analysis,0,2023,Q3 2023
REF000530,CL0803,CL2530,2024-03-27,Yes,Word of Mouth,Colour & Style Combined,112.89,2024,Q1 2024
REF000531,CL1452,CL1139,2024-02-05,Yes,In-Person,Makeup Lesson,315.05,2024,Q1 2024
REF000532,CL1452,CL0358,2025-11-14,Yes,Email,Colour & Style Combined,291.03,2025,Q4 2025
REF000533,CL1452,CL2096,2023-04-25,No,WhatsApp,Makeup Lesson,0,2023,Q2 2023
REF000534,CL1922,CL1515,2025-03-01,Yes,WhatsApp,Colour & Style Combined,209.19,2025,Q1 2025
REF000535,CL1922,CL1826,2023-06-29,Yes,Email,Makeup Lesson,356.2,2023,Q2 2023
REF000536,CL2104,CL1737,2025-04-28,Yes,In-Person,Colour Analysis,141.68,2025,Q2 2025
REF000537,CL2104,CL1243,2025-08-30,No,In-Person,Colour & Style Combined,0,2025,Q3 2025
REF000538,CL0635,CL1540,2023-07-01,Yes,WhatsApp,Makeup Lesson,151.84,2023,Q3 2023
REF000539,CL0635,CL1893,2023-10-08,Yes,Email,Colour & Style Combined,275.01,2023,Q4 2023
REF000540,CL0635,CL0173,2024-09-10,No,WhatsApp,Makeup Lesson,0,2024,Q3 2024
REF000541,CL1318,CL1076,2024-09-06,No,Email,Colour Analysis,0,2024,Q3 2024
REF000542,CL1440,CL1136,2025-10-06,No,Word of Mouth,Colour & Style Combined,0,2025,Q4 2025
REF000543,CL2130,CL2357,2023-02-05,No,Social Media Post,Colour Analysis,0,2023,Q1 2023
REF000544,CL1374,CL2840,2023-10-05,Yes,Word of Mouth,Colour & Style Combined,212.38,2023,Q4 2023
REF000545,CL0742,CL2618,2023-06-07,Yes,Social Media Post,Colour Analysis,289.6,2023,Q2 2023
REF000546,CL0038,CL1296,2024-09-08,Yes,WhatsApp,Colour Analysis,268.69,2024,Q3 2024
REF000547,CL2320,CL1153,2025-02-02,No,Email,Colour & Style Combined,0,2025,Q1 2025
REF000548,CL0439,CL2062,2024-03-28,No,In-Person,Colour Analysis,0,2024,Q1 2024
REF000549,CL0996,CL0072,2025-09-09,Yes,WhatsApp,Style Analysis,360.54,2025,Q3 2025
REF000550,CL2993,CL0118,2023-08-31,Yes,Social Media Post,Style Analysis,194.91,2023,Q3 2023
REF000551,CL2993,CL0860,2023-09-24,No,Email,Colour Analysis,0,2023,Q3 2023
REF000552,CL0159,CL1767,2023-03-29,Yes,Word of Mouth,Colour Analysis,247.45,2023,Q1 2023
REF000553,CL0159,CL1037,2023-03-30,Yes,Word of Mouth,Colour Analysis,349.27,2023,Q1 2023
REF000554,CL1730,CL0757,2024-12-20,Yes,Social Media Post,Colour & Style Combined,403.36,2024,Q4 2024
REF000555,CL1730,CL1425,2024-12-22,Yes,In-Person,Style Analysis,259.1,2024,Q4 2024
REF000556,CL1730,CL0280,2023-07-22,No,Word of Mouth,Style Analysis,0,2023,Q3 2023
REF000557,CL2044,CL0018,2023-07-22,No,In-Person,Makeup Lesson,0,2023,Q3 2023
REF000558,CL2044,CL1502,2024-01-15,Yes,Word of Mouth,Style Analysis,366.29,2024,Q1 2024
REF000559,CL2816,CL2129,2023-10-06,Yes,WhatsApp,Colour & Style Combined,276.07,2023,Q4 2023
REF000560,CL2645,CL0474,2025-02-27,Yes,In-Person,Colour & Style Combined,318.29,2025,Q1 2025
REF000561,CL0690,CL1753,2024-01-22,No,Email,Colour & Style Combined,0,2024,Q1 2024
REF000562,CL2565,CL2014,2023-08-04,Yes,In-Person,Colour Analysis,133.75,2023,Q3 2023
REF000563,CL2565,CL1618,2025-03-31,Yes,Word of Mouth,Style Analysis,116.03,2025,Q1 2025
REF000564,CL2565,CL0816,2024-11-24,Yes,Email,Colour Analysis,170.68,2024,Q4 2024
REF000565,CL1849,CL0501,2024-05-28,Yes,Social Media Post,Style Analysis,104.66,2024,Q2 2024
REF000566,CL2522,CL2477,2024-10-31,Yes,In-Person,Colour Analysis,342.06,2024,Q4 2024
REF000567,CL0487,CL2068,2024-06-19,Yes,In-Person,Colour Analysis,404.59,2024,Q2 2024
REF000568,CL0910,CL0488,2025-02-24,Yes,Email,Makeup Lesson,244.39,2025,Q1 2025
REF000569,CL2691,CL1242,2023-12-03,Yes,Social Media Post,Colour & Style Combined,327.61,2023,Q4 2023
REF000570,CL2158,CL2704,2025-08-20,Yes,Social Media Post,Colour Analysis,222.2,2025,Q3 2025
REF000571,CL2158,CL2027,2025-02-12,Yes,WhatsApp,Colour & Style Combined,199.16,2025,Q1 2025
REF000572,CL2209,CL1501,2024-12-15,No,In-Person,Colour Analysis,0,2024,Q4 2024
REF000573,CL1875,CL0962,2024-10-01,Yes,Word of Mouth,Colour & Style Combined,132.2,2024,Q4 2024
REF000574,CL1607,CL0154,2025-08-01,Yes,Email,Makeup Lesson,181.65,2025,Q3 2025
REF000575,CL2041,CL1377,2025-10-14,Yes,WhatsApp,Style Analysis,294.82,2025,Q4 2025
REF000576,CL2041,CL1489,2025-06-11,Yes,Word of Mouth,Style Analysis,188.39,2025,Q2 2025
REF000577,CL2753,CL1647,2024-04-07,Yes,Word of Mouth,Colour Analysis,287.36,2024,Q2 2024
REF000578,CL2753,CL1120,2023-05-18,Yes,In-Person,Makeup Lesson,233.81,2023,Q2 2023
REF000579,CL2753,CL1423,2023-06-07,Yes,WhatsApp,Colour & Style Combined,235.7,2023,Q2 2023
REF000580,CL1594,CL2560,2025-11-21,Yes,In-Person,Style Analysis,381.29,2025,Q4 2025
REF000581,CL1081,CL2707,2025-08-15,Yes,In-Person,Makeup Lesson,398.76,2025,Q3 2025
REF000582,CL0332,CL1895,2023-10-30,Yes,WhatsApp,Makeup Lesson,228.33,2023,Q4 2023
REF000583,CL0284,CL0658,2024-06-09,Yes,Social Media Post,Makeup Lesson,172.51,2024,Q2 2024
REF000584,CL1788,CL1272,2025-08-08,Yes,Email,Makeup Lesson,305.25,2025,Q3 2025
REF000585,CL0513,CL0559,2023-03-01,Yes,WhatsApp,Style Analysis,304.4,2023,Q1 2023
REF000586,CL0107,CL0082,2023-04-24,No,Word of Mouth,Colour & Style Combined,0,2023,Q2 2023
REF000587,CL0107,CL2465,2024-09-02,No,Email,Colour & Style Combined,0,2024,Q3 2024
REF000588,CL2192,CL2050,2023-09-05,Yes,In-Person,Colour & Style Combined,256.35,2023,Q3 2023
REF000589,CL1457,CL1284,2024-11-05,No,Email,Style Analysis,0,2024,Q4 2024
REF000590,CL1057,CL0877,2024-07-16,Yes,WhatsApp,Colour Analysis,254.37,2024,Q3 2024
REF000591,CL2607,CL2797,2024-05-19,No,Social Media Post,Colour & Style Combined,0,2024,Q2 2024
REF000592,CL2476,CL2482,2023-03-13,No,Word of Mouth,Style Analysis,0,2023,Q1 2023
REF000593,CL0559,CL2618,2025-01-13,No,Word of Mouth,Style Analysis,0,2025,Q1 2025
REF000594,CL0188,CL0965,2024-09-01,Yes,Social Media Post,Makeup Lesson,300.19,2024,Q3 2024
REF000595,CL0716,CL2014,2025-08-22,No,WhatsApp,Makeup Lesson,0,2025,Q3 2025
REF000596,CL0716,CL0412,2023-11-25,Yes,In-Person,Colour Analysis,209.35,2023,Q4 2023
REF000597,CL1029,CL2628,2024-01-12,Yes,Social Media Post,Colour Analysis,225.22,2024,Q1 2024
REF000598,CL0483,CL0647,2024-05-26,Yes,Social Media Post,Makeup Lesson,352.61,2024,Q2 2024
REF000599,CL0791,CL0547,2024-06-17,Yes,In-Person,Colour & Style Combined,354.85,2024,Q2 2024
REF000600,CL0168,CL0746,2025-03-16,No,In-Person,Style Analysis,0,2025,Q1 2025
REF000601,CL0768,CL2288,2024-04-13,No,Email,Style Analysis,0,2024,Q2 2024
REF000602,CL0460,CL0204,2025-04-01,Yes,In-Person,Colour & Style Combined,143.51,2025,Q2 2025
REF000603,CL0460,CL1508,2023-12-15,No,Word of Mouth,Colour Analysis,0,2023,Q4 2023
REF000604,CL2232,CL0781,2024-06-29,Yes,Email,Makeup Lesson,137.31,2024,Q2 2024
REF000605,CL2232,CL0847,2024-03-17,No,WhatsApp,Style Analysis,0,2024,Q1 2024
REF000606,CL0300,CL1073,2024-04-27,Yes,Social Media Post,Colour & Style Combined,284.44,2024,Q2 2024
REF000607,CL0079,CL1325,2025-03-25,Yes,Email,Makeup Lesson,334.23,2025,Q1 2025
REF000608,CL2399,CL0241,2023-04-17,Yes,Social Media Post,Makeup Lesson,390.17,2023,Q2 2023
REF000609,CL1555,CL2539,2025-02-19,Yes,Email,Colour & Style Combined,137.98,2025,Q1 2025
REF000610,CL1851,CL0696,2025-10-28,Yes,WhatsApp,Makeup Lesson,137.87,2025,Q4 2025
REF000611,CL2853,CL0581,2024-06-17,Yes,Word of Mouth,Style Analysis,257.24,2024,Q2 2024
REF000612,CL2525,CL1762,2024-08-02,No,WhatsApp,Colour & Style Combined,0,2024,Q3 2024
REF000613,CL0525,CL2013,2023-11-06,Yes,Email,Colour Analysis,156.4,2023,Q4 2023
REF000614,CL0525,CL0224,2024-04-15,Yes,Email,Colour & Style Combined,148.16,2024,Q2 2024
REF000615,CL2221,CL2028,2023-03-25,Yes,In-Person,Makeup Lesson,243.77,2023,Q1 2023
REF000616,CL2221,CL0461,2023-10-31,Yes,Word of Mouth,Style Analysis,377.16,2023,Q4 2023
REF000617,CL2481,CL2084,2024-07-12,Yes,In-Person,Style Analysis,284.65,2024,Q3 2024
REF000618,CL2918,CL2773,2023-07-13,No,Word of Mouth,Colour & Style Combined,0,2023,Q3 2023
REF000619,CL2918,CL2791,2023-09-07,Yes,In-Person,Colour Analysis,367.02,2023,Q3 2023
REF000620,CL0228,CL2899,2025-09-09,Yes,WhatsApp,Colour Analysis,202.06,2025,Q3 2025
REF000621,CL1590,CL1856,2024-10-27,No,In-Person,Style Analysis,0,2024,Q4 2024
REF000622,CL2702,CL2637,2024-08-02,Yes,Word of Mouth,Colour Analysis,272.83,2024,Q3 2024
REF000623,CL0617,CL0984,2025-03-27,Yes,Social Media Post,Style Analysis,221.26,2025,Q1 2025
REF000624,CL0860,CL1771,2024-09-27,No,In-Person,Style Analysis,0,2024,Q3 2024
REF000625,CL1626,CL0819,2025-09-29,Yes,Email,Makeup Lesson,182.26,2025,Q3 2025
REF000626,CL0937,CL1509,2024-01-17,Yes,Email,Colour Analysis,108.14,2024,Q1 2024
REF000627,CL0129,CL0919,2023-11-14,No,In-Person,Colour Analysis,0,2023,Q4 2023
REF000628,CL2926,CL1957,2024-09-07,Yes,Social Media Post,Colour & Style Combined,368.5,2024,Q3 2024
REF000629,CL1024,CL0314,2023-04-03,Yes,In-Person,Makeup Lesson,229.23,2023,Q2 2023
REF000630,CL2857,CL1896,2024-01-03,No,Email,Colour Analysis,0,2024,Q1 2024
REF000631,CL2857,CL0342,2025-05-02,No,WhatsApp,Colour & Style Combined,0,2025,Q2 2025
REF000632,CL0004,CL0767,2024-03-08,Yes,In-Person,Colour & Style Combined,378.28,2024,Q1 2024
REF000633,CL0004,CL0436,2025-06-07,Yes,Word of Mouth,Makeup Lesson,132.92,2025,Q2 2025
REF000634,CL0004,CL0704,2025-09-04,Yes,Email,Makeup Lesson,193.41,2025,Q3 2025
REF000635,CL1361,CL0782,2023-08-18,No,Social Media Post,Colour Analysis,0,2023,Q3 2023
REF000636,CL1369,CL2662,2024-05-10,Yes,In-Person,Style Analysis,122.98,2024,Q2 2024
REF000637,CL1073,CL0478,2023-12-07,No,Email,Makeup Lesson,0,2023,Q4 2023
REF000638,CL2144,CL1605,2023-04-15,Yes,Word of Mouth,Makeup Lesson,413.33,2023,Q2 2023
REF000639,CL2799,CL1992,2025-11-17,Yes,In-Person,Makeup Lesson,170.37,2025,Q4 2025
REF000640,CL0800,CL2361,2024-10-08,Yes,WhatsApp,Makeup Lesson,383.97,2024,Q4 2024
REF000641,CL0963,CL2647,2024-12-11,Yes,Email,Colour Analysis,147.43,2024,Q4 2024
REF000642,CL1550,CL2830,2023-06-26,Yes,Social Media Post,Style Analysis,159.83,2023,Q2 2023
REF000643,CL0274,CL2023,2024-09-13,Yes,In-Person,Colour Analysis,419.76,2024,Q3 2024
REF000644,CL2835,CL0716,2025-10-28,Yes,Word of Mouth,Colour & Style Combined,234.95,2025,Q4 2025
REF000645,CL2835,CL2530,2024-04-09,Yes,Social Media Post,Makeup Lesson,178.79,2024,Q2 2024
REF000646,CL2834,CL0192,2024-07-01,No,In-Person,Colour Analysis,0,2024,Q3 2024
REF000647,CL1403,CL2501,2023-07-28,No,Word of Mouth,Colour Analysis,0,2023,Q3 2023
REF000648,CL2435,CL0842,2025-01-10,Yes,WhatsApp,Makeup Lesson,342.64,2025,Q1 2025
REF000649,CL1294,CL0565,2023-09-09,No,Email,Makeup Lesson,0,2023,Q3 2023
REF000650,CL1662,CL1941,2024-11-30,Yes,Social Media Post,Colour Analysis,181.46,2024,Q4 2024
REF000651,CL1662,CL2930,2025-04-29,Yes,Social Media Post,Style Analysis,339.79,2025,Q2 2025
REF000652,CL1467,CL1677,2025-07-28,No,In-Person,Colour & Style Combined,0,2025,Q3 2025
REF000653,CL1706,CL1646,2023-12-03,Yes,Email,Colour Analysis,309.56,2023,Q4 2023
REF000654,CL2092,CL2922,2025-11-30,No,Email,Makeup Lesson,0,2025,Q4 2025
REF000655,CL2989,CL1146,2025-12-16,Yes,Social Media Post,Makeup Lesson,240.01,2025,Q4 2025
REF000656,CL0970,CL2533,2025-06-24,Yes,Email,Style Analysis,381.32,2025,Q2 2025
REF000657,CL2942,CL1598,2023-09-16,Yes,In-Person,Colour & Style Combined,164.46,2023,Q3 2023
REF000658,CL1543,CL2604,2023-11-24,Yes,In-Person,Colour & Style Combined,173.44,2023,Q4 2023
REF000659,CL1699,CL1528,2024-06-15,Yes,WhatsApp,Colour Analysis,110.51,2024,Q2 2024
REF000660,CL1750,CL0022,2025-07-17,Yes,Social Media Post,Style Analysis,208.86,2025,Q3 2025
REF000661,CL1343,CL2929,2023-10-14,No,In-Person,Style Analysis,0,2023,Q4 2023
REF000662,CL1343,CL0432,2024-11-02,Yes,Social Media Post,Colour & Style Combined,242.65,2024,Q4 2024
REF000663,CL2647,CL1688,2023-06-17,Yes,Email,Style Analysis,249.78,2023,Q2 2023
REF000664,CL1523,CL1735,2025-06-20,Yes,Email,Makeup Lesson,362.74,2025,Q2 2025
REF000665,CL0901,CL2913,2025-07-26,Yes,In-Person,Colour Analysis,320.7,2025,Q3 2025
REF000666,CL0695,CL2290,2025-01-26,No,Word of Mouth,Makeup Lesson,0,2025,Q1 2025
REF000667,CL0383,CL1187,2023-03-24,Yes,Word of Mouth,Colour & Style Combined,194.1,2023,Q1 2023
REF000668,CL1418,CL0586,2023-10-19,No,Email,Colour Analysis,0,2023,Q4 2023
REF000669,CL0753,CL0750,2025-09-28,Yes,In-Person,Colour & Style Combined,116.96,2025,Q3 2025
REF000670,CL1064,CL1269,2025-07-15,No,Email,Makeup Lesson,0,2025,Q3 2025
REF000671,CL1760,CL2607,2025-08-01,No,Email,Style Analysis,0,2025,Q3 2025
REF000672,CL2390,CL2722,2025-04-18,Yes,Email,Colour & Style Combined,270.82,2025,Q2 2025
REF000673,CL2390,CL2747,2025-06-26,No,Word of Mouth,Style Analysis,0,2025,Q2 2025
REF000674,CL0658,CL0789,2023-04-19,No,In-Person,Style Analysis,0,2023,Q2 2023
REF000675,CL0672,CL2179,2024-01-04,No,WhatsApp,Style Analysis,0,2024,Q1 2024
REF000676,CL0672,CL1005,2025-06-28,Yes,In-Person,Colour & Style Combined,225.58,2025,Q2 2025
REF000677,CL1354,CL0096,2024-11-27,Yes,Email,Colour Analysis,374.39,2024,Q4 2024
REF000678,CL1354,CL1300,2025-02-21,Yes,Word of Mouth,Colour Analysis,271.08,2025,Q1 2025
REF000679,CL2339,CL0368,2023-11-12,Yes,Email,Style Analysis,114.15,2023,Q4 2023
REF000680,CL0914,CL1221,2025-03-09,Yes,Social Media Post,Makeup Lesson,385.23,2025,Q1 2025
REF000681,CL0914,CL1057,2025-02-08,No,Word of Mouth,Colour Analysis,0,2025,Q1 2025
REF000682,CL1956,CL2401,2024-04-29,Yes,In-Person,Makeup Lesson,403.54,2024,Q2 2024
REF000683,CL1956,CL1104,2023-05-05,Yes,In-Person,Makeup Lesson,116.27,2023,Q2 2023
REF000684,CL2304,CL0077,2024-07-05,Yes,In-Person,Colour Analysis,175.05,2024,Q3 2024
REF000685,CL1413,CL0344,2025-10-21,Yes,Social Media Post,Colour & Style Combined,270.64,2025,Q4 2025
REF000686,CL1864,CL1736,2025-07-14,Yes,Email,Colour & Style Combined,307.24,2025,Q3 2025
REF000687,CL2112,CL1976,2024-07-13,Yes,Email,Colour & Style Combined,368.79,2024,Q3 2024
REF000688,CL0916,CL1153,2023-04-04,Yes,In-Person,Colour Analysis,192.71,2023,Q2 2023
REF000689,CL0916,CL1620,2023-09-09,No,In-Person,Colour & Style Combined,0,2023,Q3 2023
REF000690,CL1489,CL1304,2024-12-02,Yes,Email,Colour & Style Combined,174.93,2024,Q4 2024
REF000691,CL2912,CL2456,2024-11-03,Yes,Social Media Post,Colour Analysis,292.86,2024,Q4 2024
REF000692,CL0891,CL0711,2025-04-26,Yes,Email,Makeup Lesson,269.89,2025,Q2 2025
REF000693,CL2812,CL2751,2025-06-30,Yes,WhatsApp,Makeup Lesson,363.93,2025,Q2 2025
REF000694,CL1375,CL2856,2023-01-18,Yes,WhatsApp,Style Analysis,239.49,2023,Q1 2023
REF000695,CL1375,CL0908,2023-02-10,No,WhatsApp,Style Analysis,0,2023,Q1 2023
REF000696,CL1306,CL1242,2024-03-28,Yes,Email,Colour & Style Combined,106.96,2024,Q1 2024
REF000697,CL2451,CL2616,2025-03-22,Yes,WhatsApp,Makeup Lesson,150.41,2025,Q1 2025
REF000698,CL2451,CL0794,2023-12-26,Yes,Social Media Post,Colour Analysis,136.42,2023,Q4 2023
REF000699,CL2451,CL2335,2024-04-11,No,WhatsApp,Style Analysis,0,2024,Q2 2024
REF000700,CL0328,CL2777,2025-12-27,Yes,In-Person,Makeup Lesson,95.64,2025,Q4 2025
REF000701,CL0328,CL1750,2023-04-17,No,WhatsApp,Makeup Lesson,0,2023,Q2 2023
REF000702,CL0328,CL1667,2024-07-15,Yes,In-Person,Makeup Lesson,256.06,2024,Q3 2024
REF000703,CL2649,CL0193,2024-07-23,No,In-Person,Makeup Lesson,0,2024,Q3 2024
REF000704,CL2649,CL1296,2023-01-11,Yes,WhatsApp,Colour Analysis,381.03,2023,Q1 2023
REF000705,CL2395,CL0305,2024-05-26,Yes,WhatsApp,Colour & Style Combined,115.42,2024,Q2 2024
REF000706,CL2395,CL2562,2023-07-18,Yes,Email,Colour Analysis,287.57,2023,Q3 2023
REF000707,CL2340,CL0442,2025-08-27,Yes,WhatsApp,Colour Analysis,362.03,2025,Q3 2025
REF000708,CL0484,CL2458,2025-06-17,No,Email,Colour Analysis,0,2025,Q2 2025
REF000709,CL1322,CL0137,2025-02-11,Yes,Word of Mouth,Style Analysis,115.15,2025,Q1 2025
REF000710,CL1916,CL1769,2023-05-15,Yes,Word of Mouth,Colour Analysis,190.85,2023,Q2 2023
REF000711,CL1162,CL0955,2023-01-22,Yes,Email,Makeup Lesson,380.98,2023,Q1 2023
REF000712,CL1162,CL2537,2023-07-27,Yes,Word of Mouth,Makeup Lesson,263.09,2023,Q3 2023
REF000713,CL2241,CL2922,2023-05-19,Yes,Social Media Post,Style Analysis,302.14,2023,Q2 2023
REF000714,CL0315,CL2969,2025-06-29,Yes,Social Media Post,Colour Analysis,114.66,2025,Q2 2025
REF000715,CL1975,CL2670,2025-01-02,Yes,In-Person,Style Analysis,142.91,2025,Q1 2025
REF000716,CL2016,CL1511,2023-01-17,Yes,Social Media Post,Colour Analysis,172.15,2023,Q1 2023
REF000717,CL1601,CL0821,2024-02-17,No,WhatsApp,Style Analysis,0,2024,Q1 2024
REF000718,CL0752,CL1375,2024-09-05,Yes,Social Media Post,Colour Analysis,242.65,2024,Q3 2024
REF000719,CL2680,CL0016,2024-04-01,Yes,Email,Style Analysis,172.68,2024,Q2 2024
REF000720,CL0512,CL0841,2025-03-30,Yes,Word of Mouth,Colour & Style Combined,98.21,2025,Q1 2025
REF000721,CL0512,CL1466,2023-03-03,Yes,Social Media Post,Colour & Style Combined,238.13,2023,Q1 2023
REF000722,CL1023,CL0897,2024-06-20,No,WhatsApp,Style Analysis,0,2024,Q2 2024
REF000723,CL1061,CL1073,2023-07-27,Yes,Social Media Post,Makeup Lesson,307.83,2023,Q3 2023
REF000724,CL1151,CL1869,2024-05-06,Yes,WhatsApp,Style Analysis,400.88,2024,Q2 2024
REF000725,CL2593,CL0536,2024-01-24,Yes,Email,Colour & Style Combined,198.33,2024,Q1 2024
REF000726,CL0252,CL1013,2023-04-20,Yes,WhatsApp,Style Analysis,371.74,2023,Q2 2023
REF000727,CL2040,CL1928,2023-05-13,Yes,Email,Colour & Style Combined,257.04,2023,Q2 2023
REF000728,CL1461,CL2845,2025-09-16,No,Email,Makeup Lesson,0,2025,Q3 2025
REF000729,CL0912,CL2392,2023-03-16,Yes,Social Media Post,Makeup Lesson,375.53,2023,Q1 2023
REF000730,CL2262,CL2341,2023-11-18,No,WhatsApp,Colour & Style Combined,0,2023,Q4 2023
REF000731,CL2262,CL2256,2023-06-23,Yes,Word of Mouth,Colour & Style Combined,239.46,2023,Q2 2023
REF000732,CL0615,CL0736,2025-06-23,Yes,Word of Mouth,Colour & Style Combined,387.98,2025,Q2 2025
REF000733,CL2081,CL2240,2023-06-10,No,Social Media Post,Colour Analysis,0,2023,Q2 2023
REF000734,CL1458,CL2237,2024-02-15,Yes,WhatsApp,Colour & Style Combined,193.38,2024,Q1 2024
REF000735,CL1307,CL0565,2024-06-18,Yes,WhatsApp,Colour & Style Combined,362.25,2024,Q2 2024
REF000736,CL1307,CL1655,2025-04-10,No,Word of Mouth,Makeup Lesson,0,2025,Q2 2025
REF000737,CL2303,CL0860,2025-08-29,Yes,In-Person,Makeup Lesson,329.82,2025,Q3 2025
REF000738,CL2303,CL1890,2024-11-28,No,WhatsApp,Style Analysis,0,2024,Q4 2024
REF000739,CL0740,CL0526,2024-09-17,No,Word of Mouth,Makeup Lesson,0,2024,Q3 2024
REF000740,CL2037,CL2809,2025-04-06,No,In-Person,Colour & Style Combined,0,2025,Q2 2025
REF000741,CL2346,CL0132,2023-10-12,Yes,WhatsApp,Makeup Lesson,413.56,2023,Q4 2023
REF000742,CL1130,CL2190,2025-03-02,Yes,Word of Mouth,Colour & Style Combined,280.09,2025,Q1 2025
REF000743,CL0177,CL2265,2023-12-30,Yes,In-Person,Makeup Lesson,103.72,2023,Q4 2023
REF000744,CL1968,CL1581,2024-08-04,Yes,WhatsApp,Colour Analysis,242.77,2024,Q3 2024
REF000745,CL1968,CL1510,2025-11-27,Yes,WhatsApp,Makeup Lesson,222.11,2025,Q4 2025
REF000746,CL1968,CL0454,2023-09-22,Yes,Email,Colour Analysis,221.42,2023,Q3 2023
REF000747,CL1554,CL1269,2025-06-04,No,Email,Style Analysis,0,2025,Q2 2025
REF000748,CL1554,CL2473,2024-09-27,Yes,In-Person,Makeup Lesson,184.52,2024,Q3 2024
REF000749,CL2452,CL0263,2025-03-28,Yes,Social Media Post,Colour & Style Combined,390.85,2025,Q1 2025
REF000750,CL0839,CL1870,2024-12-11,No,WhatsApp,Makeup Lesson,0,2024,Q4 2024
REF000751,CL0839,CL2511,2023-12-25,Yes,Social Media Post,Makeup Lesson,243.79,2023,Q4 2023
REF000752,CL1528,CL1612,2023-03-31,Yes,Social Media Post,Colour & Style Combined,381.83,2023,Q1 2023
REF000753,CL2608,CL0890,2025-10-07,Yes,In-Person,Colour Analysis,418.48,2025,Q4 2025
REF000754,CL2608,CL0314,2023-08-04,Yes,WhatsApp,Makeup Lesson,241.55,2023,Q3 2023
REF000755,CL1478,CL1894,2023-02-24,Yes,Email,Makeup Lesson,206.69,2023,Q1 2023
REF000756,CL2285,CL1027,2023-08-23,No,Social Media Post,Colour & Style Combined,0,2023,Q3 2023
REF000757,CL0263,CL2923,2025-06-15,Yes,WhatsApp,Style Analysis,150.44,2025,Q2 2025
REF000758,CL0263,CL0074,2023-07-25,Yes,Word of Mouth,Makeup Lesson,149.75,2023,Q3 2023
REF000759,CL1311,CL1805,2025-01-03,Yes,Word of Mouth,Style Analysis,238.67,2025,Q1 2025
REF000760,CL1204,CL2142,2023-07-30,Yes,WhatsApp,Makeup Lesson,112.03,2023,Q3 2023
REF000761,CL0373,CL0827,2024-05-26,Yes,Social Media Post,Style Analysis,124.7,2024,Q2 2024
REF000762,CL0373,CL1728,2023-02-27,No,WhatsApp,Style Analysis,0,2023,Q1 2023
REF000763,CL2756,CL0396,2023-12-10,No,Word of Mouth,Makeup Lesson,0,2023,Q4 2023
REF000764,CL2756,CL2100,2023-08-09,No,WhatsApp,Style Analysis,0,2023,Q3 2023
REF000765,CL2756,CL2559,2024-02-29,No,Email,Makeup Lesson,0,2024,Q1 2024
REF000766,CL2057,CL1461,2024-10-24,Yes,Email,Colour & Style Combined,98.89,2024,Q4 2024
REF000767,CL0114,CL2696,2024-07-24,Yes,WhatsApp,Colour Analysis,116.88,2024,Q3 2024
REF000768,CL1639,CL2453,2025-10-20,No,Word of Mouth,Style Analysis,0,2025,Q4 2025
REF000769,CL1062,CL1329,2025-03-06,Yes,Social Media Post,Colour & Style Combined,151.98,2025,Q1 2025
REF000770,CL0661,CL2397,2025-07-08,Yes,Social Media Post,Colour Analysis,170.6,2025,Q3 2025
REF000771,CL1063,CL0998,2023-06-12,Yes,WhatsApp,Makeup Lesson,191.4,2023,Q2 2023
REF000772,CL1063,CL0622,2025-02-08,Yes,Word of Mouth,Style Analysis,395.11,2025,Q1 2025
REF000773,CL0403,CL2637,2023-03-23,Yes,Email,Colour & Style Combined,338.93,2023,Q1 2023
REF000774,CL1301,CL1404,2024-05-11,Yes,Word of Mouth,Style Analysis,355.47,2024,Q2 2024
REF000775,CL1301,CL2852,2024-03-31,Yes,Email,Colour & Style Combined,154.65,2024,Q1 2024
REF000776,CL2944,CL0789,2023-04-17,Yes,Social Media Post,Style Analysis,135.81,2023,Q2 2023
REF000777,CL2492,CL0838,2024-04-28,Yes,Email,Makeup Lesson,196.23,2024,Q2 2024
REF000778,CL0621,CL1020,2024-09-12,Yes,Email,Style Analysis,183.35,2024,Q3 2024
REF000779,CL1093,CL1632,2025-02-12,Yes,Email,Makeup Lesson,259.22,2025,Q1 2025
REF000780,CL1093,CL1776,2023-11-16,No,Email,Colour Analysis,0,2023,Q4 2023
REF000781,CL1093,CL1563,2025-05-25,No,WhatsApp,Style Analysis,0,2025,Q2 2025
REF000782,CL1525,CL1253,2025-07-17,Yes,In-Person,Makeup Lesson,118.38,2025,Q3 2025
