ClientID,ColourSeasonID,PreferredStylistID,ReferralSource,AgeGroup,FirstConsultationDate,HasStyleAnalysis,HasMakeupLesson
CL0762,CS10,STY007,Gift Voucher,25-34,2020-06-28,Yes,Yes
CL0763,CS03,STY074,Word of Mouth,25-34,2023-09-15,Yes,Yes
CL0764,CS12,STY039,Google Search,65+,2020-07-09,No,Yes
CL0765,CS07,STY071,Friend Referral,45-54,2024-09-23,Yes,Yes
CL0766,CS08,STY043,Word of Mouth,45-54,2021-07-16,No,No
CL0767,CS04,STY074,Friend Referral,45-54,2020-08-11,Yes,Yes
CL0768,CS12,STY037,Friend Referral,65+,2023-12-18,No,No
CL0769,CS06,STY046,Instagram,35-44,2023-06-30,Yes,No
CL0770,CS10,STY064,Facebook,45-54,2022-10-16,Yes,No
CL0771,CS04,STY016,Friend Referral,65+,2020-01-04,Yes,Yes
CL0772,CS11,STY054,Friend Referral,45-54,2021-02-28,No,Yes
CL0773,CS06,STY002,Instagram,55-64,2021-03-10,Yes,No
CL0774,CS05,STY065,Instagram,18-24,2021-09-06,No,Yes
CL0775,CS02,STY073,Friend Referral,35-44,2024-01-23,Yes,Yes
CL0776,CS04,STY062,Instagram,35-44,2023-10-09,No,Yes
CL0777,CS11,STY069,Word of Mouth,25-34,2022-08-01,No,Yes
CL0778,CS07,STY039,Corporate,18-24,2022-12-03,No,No
CL0779,CS09,STY046,Word of Mouth,35-44,2021-11-10,Yes,Yes
CL0780,CS05,STY069,Gift Voucher,35-44,2022-02-07,Yes,No
CL0781,CS10,STY040,Instagram,45-54,2024-11-05,No,No
CL0782,CS01,STY031,Instagram,25-34,2024-12-01,No,Yes
CL0783,CS05,STY048,Word of Mouth,35-44,2020-08-17,Yes,Yes
CL0784,CS02,STY065,Facebook,18-24,2022-09-15,Yes,Yes
CL0785,CS06,STY040,Corporate,45-54,2022-12-08,No,Yes
CL0786,CS02,STY017,Friend Referral,65+,2023-10-17,Yes,No
CL0787,CS01,STY015,Facebook,45-54,2022-12-05,Yes,Yes
CL0788,CS01,STY043,Friend Referral,45-54,2020-06-27,No,Yes
CL0789,CS02,STY003,Google Search,45-54,2021-10-01,No,No
CL0790,CS04,STY069,Instagram,25-34,2021-07-20,No,Yes
CL0791,CS11,STY015,Word of Mouth,25-34,2021-07-14,Yes,No
CL0792,CS09,STY071,Google Search,25-34,2021-12-18,No,Yes
CL0793,CS03,STY032,Return Client,55-64,2023-03-21,Yes,Yes
CL0794,CS05,STY007,TikTok,35-44,2022-06-27,Yes,Yes
CL0795,CS08,STY007,Corporate,18-24,2022-02-24,Yes,Yes
CL0796,CS07,STY058,Word of Mouth,45-54,2023-04-28,No,Yes
CL0797,CS06,STY069,Friend Referral,45-54,2023-10-05,Yes,Yes
CL0798,CS10,STY060,Word of Mouth,55-64,2023-12-01,Yes,Yes
CL0799,CS05,STY061,Friend Referral,45-54,2022-08-11,Yes,Yes
CL0800,CS03,STY051,Gift Voucher,45-54,2022-01-14,Yes,No
CL0801,CS11,STY059,Instagram,55-64,2021-10-27,No,Yes
CL0802,CS02,STY022,Facebook,35-44,2022-08-02,No,Yes
CL0803,CS10,STY014,Google Search,35-44,2022-04-10,No,No
CL0804,CS11,STY052,Word of Mouth,35-44,2022-08-02,No,Yes
CL0805,CS10,STY050,Word of Mouth,25-34,2022-09-14,Yes,Yes
CL0806,CS04,STY056,Friend Referral,45-54,2024-05-25,No,No
CL0807,CS12,STY074,Word of Mouth,45-54,2020-06-08,No,Yes
CL0808,CS10,STY057,Google Search,35-44,2020-07-18,Yes,Yes
CL0809,CS07,STY049,Word of Mouth,25-34,2024-07-25,No,Yes
CL0810,CS11,STY018,TikTok,25-34,2024-07-31,Yes,Yes
CL0811,CS11,STY074,Word of Mouth,35-44,2022-03-09,No,Yes
CL0812,CS04,STY039,Friend Referral,35-44,2023-03-13,No,No
CL0813,CS06,STY066,YouTube,45-54,2023-06-06,No,Yes
CL0814,CS05,STY001,Word of Mouth,55-64,2020-04-18,No,Yes
CL0815,CS05,STY051,Gift Voucher,25-34,2023-12-09,No,No
CL0816,CS07,STY023,Facebook,35-44,2021-03-08,No,Yes
CL0817,CS04,STY054,Google Search,55-64,2022-01-07,Yes,Yes
CL0818,CS11,STY003,Word of Mouth,18-24,2023-08-20,Yes,No
CL0819,CS08,STY011,TikTok,65+,2020-10-05,Yes,No
CL0820,CS07,STY055,Gift Voucher,55-64,2023-11-25,Yes,Yes
CL0821,CS09,STY046,Facebook,55-64,2022-02-26,Yes,Yes
CL0822,CS07,STY031,TikTok,35-44,2024-09-30,No,Yes
CL0823,CS09,STY073,Google Search,18-24,2020-03-18,No,No
CL0824,CS06,STY011,Word of Mouth,35-44,2023-11-15,Yes,No
CL0825,CS12,STY036,Google Search,55-64,2024-03-17,No,No
CL0826,CS02,STY061,Google Search,45-54,2021-05-17,Yes,No
CL0827,CS11,STY007,Google Search,35-44,2023-06-09,No,No
CL0828,CS01,STY074,Facebook,35-44,2022-08-18,No,Yes
CL0829,CS06,STY022,Return Client,45-54,2021-08-15,Yes,No
CL0830,CS10,STY034,Friend Referral,45-54,2023-02-28,Yes,No
CL0831,CS08,STY038,Google Search,35-44,2023-09-06,Yes,Yes
CL0832,CS08,STY036,Word of Mouth,35-44,2024-10-09,No,Yes
CL0833,CS10,STY015,Instagram,55-64,2020-01-30,Yes,No
CL0834,CS12,STY023,Word of Mouth,35-44,2024-07-12,No,No
CL0835,CS04,STY005,Facebook,45-54,2024-10-31,No,Yes
CL0836,CS03,STY064,Google Search,55-64,2024-09-11,No,Yes
CL0837,CS04,STY027,TikTok,45-54,2020-12-08,No,Yes
CL0838,CS11,STY022,Instagram,55-64,2020-04-17,No,Yes
CL0839,CS08,STY069,Instagram,45-54,2024-03-20,Yes,Yes
CL0840,CS11,STY068,Friend Referral,35-44,2020-10-24,No,Yes
CL0841,CS05,STY041,Corporate,35-44,2023-10-21,Yes,Yes
CL0842,CS09,STY035,TikTok,65+,2022-06-03,No,Yes
CL0843,CS05,STY051,Friend Referral,25-34,2023-04-11,No,No
CL0844,CS12,STY025,Word of Mouth,45-54,2024-04-26,No,No
CL0845,CS12,STY002,YouTube,35-44,2020-01-22,Yes,Yes
CL0846,CS07,STY045,Word of Mouth,25-34,2022-07-02,Yes,No
CL0847,CS05,STY012,Instagram,18-24,2023-06-22,Yes,No
CL0848,CS11,STY016,Gift Voucher,25-34,2023-05-12,Yes,Yes
CL0849,CS10,STY073,Word of Mouth,45-54,2023-08-19,Yes,Yes
CL0850,CS12,STY010,Word of Mouth,25-34,2023-09-14,No,Yes
CL0851,CS07,STY042,Friend Referral,45-54,2024-04-26,No,Yes
CL0852,CS02,STY043,Instagram,18-24,2022-03-06,Yes,Yes
CL0853,CS05,STY051,Word of Mouth,18-24,2021-02-14,Yes,No
CL0854,CS08,STY028,Word of Mouth,35-44,2022-06-02,Yes,Yes
CL0855,CS12,STY074,Instagram,18-24,2020-05-24,No,Yes
CL0856,CS01,STY001,Gift Voucher,25-34,2023-08-04,Yes,No
CL0857,CS07,STY074,Instagram,45-54,2022-03-12,Yes,No
CL0858,CS12,STY052,Return Client,35-44,2022-06-12,Yes,No
CL0859,CS04,STY062,Word of Mouth,65+,2024-08-02,Yes,No
CL0860,CS09,STY039,Return Client,35-44,2023-10-28,No,Yes
CL0861,CS11,STY069,YouTube,45-54,2022-01-18,No,Yes
CL0862,CS08,STY023,Friend Referral,25-34,2021-02-19,Yes,Yes
CL0863,CS11,STY046,Word of Mouth,45-54,2020-08-06,No,Yes
CL0864,CS11,STY025,Facebook,25-34,2020-03-14,Yes,No
CL0865,CS10,STY070,Word of Mouth,35-44,2024-06-11,No,Yes
CL0866,CS09,STY005,Return Client,55-64,2020-02-03,No,Yes
CL0867,CS06,STY028,Friend Referral,18-24,2020-08-30,No,No
CL0868,CS09,STY005,Word of Mouth,35-44,2020-05-27,Yes,Yes
CL0869,CS11,STY006,Word of Mouth,55-64,2023-06-20,Yes,No
CL0870,CS11,STY040,Word of Mouth,25-34,2020-04-12,Yes,Yes
CL0871,CS10,STY014,Word of Mouth,45-54,2024-08-01,Yes,Yes
CL0872,CS10,STY026,Friend Referral,25-34,2024-07-05,No,Yes
CL0873,CS12,STY074,TikTok,35-44,2023-11-02,Yes,Yes
CL0874,CS04,STY009,Friend Referral,45-54,2021-11-18,Yes,Yes
CL0875,CS03,STY071,Friend Referral,25-34,2022-01-27,Yes,Yes
CL0876,CS04,STY049,Corporate,18-24,2020-07-23,Yes,Yes
CL0877,CS08,STY037,Word of Mouth,18-24,2020-07-01,No,No
CL0878,CS08,STY035,Friend Referral,25-34,2023-08-03,No,Yes
CL0879,CS04,STY024,Return Client,45-54,2020-03-18,No,No
CL0880,CS02,STY054,TikTok,45-54,2021-12-13,Yes,No
CL0881,CS04,STY047,Word of Mouth,65+,2020-07-14,Yes,Yes
CL0882,CS11,STY015,TikTok,25-34,2021-01-31,Yes,No
CL0883,CS08,STY007,Facebook,25-34,2020-03-29,No,Yes
CL0884,CS04,STY059,Facebook,35-44,2024-07-06,Yes,Yes
CL0885,CS12,STY004,Word of Mouth,35-44,2020-11-19,No,No
CL0886,CS02,STY042,Word of Mouth,25-34,2022-06-29,No,Yes
CL0887,CS12,STY015,TikTok,35-44,2024-05-14,No,Yes
CL0888,CS02,STY049,Word of Mouth,35-44,2021-02-13,Yes,Yes
CL0889,CS08,STY019,Google Search,18-24,2022-06-11,Yes,No
CL0890,CS08,STY025,Word of Mouth,35-44,2022-07-26,No,Yes
CL0891,CS04,STY008,Instagram,18-24,2023-03-10,No,Yes
CL0892,CS02,STY044,Gift Voucher,35-44,2020-12-16,Yes,Yes
CL0893,CS10,STY022,Word of Mouth,45-54,2023-06-06,Yes,Yes
CL0894,CS07,STY061,Gift Voucher,35-44,2021-03-19,No,Yes
CL0895,CS01,STY032,Friend Referral,45-54,2021-05-20,No,Yes
CL0896,CS10,STY074,Word of Mouth,55-64,2020-11-01,Yes,Yes
CL0897,CS01,STY065,Word of Mouth,35-44,2024-04-23,Yes,Yes
CL0898,CS09,STY013,Instagram,55-64,2023-11-27,No,Yes
CL0899,CS04,STY053,Word of Mouth,45-54,2023-11-20,Yes,Yes
CL0900,CS06,STY003,Instagram,45-54,2020-07-04,No,No
CL0901,CS05,STY004,Word of Mouth,35-44,2023-03-14,No,Yes
CL0902,CS03,STY048,Gift Voucher,35-44,2024-06-05,No,No
CL0903,CS11,STY043,Word of Mouth,45-54,2022-02-27,Yes,Yes
CL0904,CS07,STY070,Friend Referral,45-54,2023-06-08,Yes,No
CL0905,CS02,STY066,TikTok,35-44,2020-04-22,No,Yes
CL0906,CS02,STY047,Instagram,35-44,2020-03-24,No,Yes
CL0907,CS11,STY027,Google Search,18-24,2023-12-23,Yes,Yes
CL0908,CS04,STY027,Google Search,45-54,2024-02-19,Yes,Yes
CL0909,CS06,STY036,Gift Voucher,35-44,2022-05-16,Yes,Yes
CL0910,CS06,STY016,Instagram,35-44,2022-12-14,No,No
CL0911,CS09,STY058,TikTok,35-44,2021-08-21,No,No
CL0912,CS12,STY025,Friend Referral,65+,2020-05-14,No,Yes
CL0913,CS02,STY014,Instagram,25-34,2020-06-06,Yes,Yes
CL0914,CS02,STY027,Friend Referral,35-44,2024-11-26,Yes,Yes
CL0915,CS07,STY061,Return Client,35-44,2020-09-27,No,Yes
CL0916,CS08,STY009,Friend Referral,18-24,2021-01-22,Yes,Yes
CL0917,CS09,STY042,TikTok,35-44,2021-12-03,No,No
CL0918,CS11,STY059,Friend Referral,55-64,2022-06-30,No,No
CL0919,CS03,STY034,Gift Voucher,35-44,2024-06-04,Yes,Yes
CL0920,CS06,STY019,Return Client,45-54,2020-04-06,No,Yes
CL0921,CS08,STY069,Return Client,45-54,2020-11-25,No,Yes
CL0922,CS03,STY020,Gift Voucher,45-54,2023-09-26,Yes,Yes
CL0923,CS02,STY057,Word of Mouth,35-44,2020-09-16,No,Yes
CL0924,CS03,STY041,Word of Mouth,45-54,2023-09-25,No,Yes
CL0925,CS06,STY039,Facebook,65+,2022-12-28,Yes,Yes
CL0926,CS07,STY041,Return Client,45-54,2022-07-27,Yes,Yes
CL0927,CS12,STY038,Google Search,35-44,2023-08-18,No,Yes
CL0928,CS10,STY057,TikTok,45-54,2024-02-01,No,No
CL0929,CS02,STY071,Friend Referral,55-64,2020-10-12,Yes,Yes
CL0930,CS01,STY046,Facebook,55-64,2022-07-02,Yes,Yes
CL0931,CS01,STY029,TikTok,25-34,2022-12-14,No,Yes
CL0932,CS01,STY012,Word of Mouth,55-64,2023-10-18,No,Yes
CL0933,CS08,STY047,Instagram,45-54,2020-04-24,No,Yes
CL0934,CS12,STY002,Gift Voucher,35-44,2022-02-02,No,Yes
CL0935,CS06,STY012,Instagram,35-44,2023-02-22,Yes,No
CL0936,CS08,STY037,Friend Referral,35-44,2022-06-25,Yes,No
CL0937,CS07,STY012,Friend Referral,35-44,2024-09-07,Yes,Yes
CL0938,CS05,STY009,Facebook,55-64,2021-11-17,No,Yes
CL0939,CS01,STY023,Facebook,55-64,2022-04-28,No,No
CL0940,CS10,STY049,Friend Referral,25-34,2021-01-15,No,No
CL0941,CS08,STY039,Word of Mouth,55-64,2024-09-05,No,No
CL0942,CS12,STY020,Facebook,18-24,2020-01-06,No,Yes
CL0943,CS11,STY037,Gift Voucher,35-44,2023-09-01,No,Yes
CL0944,CS08,STY016,Corporate,45-54,2020-02-28,No,Yes
CL0945,CS02,STY073,Google Search,35-44,2022-09-11,No,Yes
CL0946,CS11,STY016,Friend Referral,65+,2024-08-02,No,No
CL0947,CS12,STY008,Google Search,55-64,2020-11-29,Yes,Yes
CL0948,CS08,STY007,Gift Voucher,25-34,2020-11-30,No,Yes
CL0949,CS07,STY038,TikTok,65+,2020-04-09,No,No
CL0950,CS11,STY024,Return Client,35-44,2024-04-18,Yes,No
CL0951,CS03,STY039,Google Search,55-64,2024-08-20,No,No
CL0952,CS12,STY046,Friend Referral,25-34,2023-04-02,Yes,Yes
CL0953,CS03,STY053,Google Search,35-44,2022-09-20,No,Yes
CL0954,CS02,STY025,Word of Mouth,35-44,2024-08-30,Yes,Yes
CL0955,CS08,STY003,Corporate,25-34,2020-09-25,No,Yes
CL0956,CS05,STY067,Friend Referral,25-34,2022-06-24,No,Yes
CL0957,CS12,STY029,Instagram,45-54,2020-08-30,Yes,No
CL0958,CS03,STY017,Friend Referral,35-44,2021-03-05,Yes,Yes
CL0959,CS12,STY062,Friend Referral,25-34,2020-02-08,No,Yes
CL0960,CS04,STY008,Word of Mouth,45-54,2022-11-17,No,Yes
CL0961,CS05,STY013,Word of Mouth,35-44,2020-01-22,Yes,No
CL0962,CS04,STY045,Google Search,25-34,2023-10-05,Yes,Yes
CL0963,CS03,STY045,Gift Voucher,65+,2023-04-02,No,Yes
CL0964,CS09,STY073,Friend Referral,45-54,2022-10-31,Yes,Yes
CL0965,CS10,STY025,Friend Referral,35-44,2024-01-05,No,Yes
CL0966,CS09,STY065,Word of Mouth,45-54,2021-03-14,No,Yes
CL0967,CS12,STY024,Google Search,35-44,2020-08-07,No,Yes
CL0968,CS07,STY041,Word of Mouth,25-34,2020-08-19,Yes,Yes
CL0969,CS02,STY037,Google Search,35-44,2022-01-09,Yes,Yes
CL0970,CS06,STY040,Facebook,35-44,2022-07-24,No,Yes
CL0971,CS09,STY025,Facebook,65+,2022-05-26,Yes,Yes
CL0972,CS11,STY063,Instagram,18-24,2023-10-12,Yes,Yes
CL0973,CS08,STY019,Google Search,45-54,2020-09-01,No,Yes
CL0974,CS12,STY009,Google Search,25-34,2020-12-11,No,Yes
CL0975,CS06,STY016,Word of Mouth,55-64,2022-04-07,Yes,Yes
CL0976,CS12,STY035,Facebook,45-54,2024-04-17,No,Yes
CL0977,CS08,STY066,TikTok,65+,2022-09-19,No,Yes
CL0978,CS08,STY030,Word of Mouth,25-34,2022-10-15,Yes,Yes
CL0979,CS02,STY004,Friend Referral,55-64,2022-10-17,Yes,Yes
CL0980,CS10,STY013,TikTok,25-34,2023-06-27,Yes,No
CL0981,CS09,STY038,Friend Referral,45-54,2021-02-17,No,Yes
CL0982,CS09,STY070,Instagram,35-44,2024-10-26,Yes,Yes
CL0983,CS07,STY041,Gift Voucher,25-34,2022-07-10,No,Yes
CL0984,CS08,STY039,Word of Mouth,25-34,2023-09-12,Yes,Yes
CL0985,CS07,STY015,Word of Mouth,45-54,2022-09-25,No,No
CL0986,CS09,STY072,Friend Referral,35-44,2022-09-01,Yes,No
CL0987,CS01,STY046,Instagram,35-44,2022-02-12,No,Yes
CL0988,CS01,STY047,Word of Mouth,18-24,2024-09-10,No,No
CL0989,CS10,STY049,Word of Mouth,55-64,2021-11-29,Yes,Yes
CL0990,CS06,STY032,YouTube,35-44,2020-04-25,Yes,Yes
CL0991,CS11,STY009,Instagram,25-34,2023-11-10,No,Yes
CL0992,CS06,STY059,Word of Mouth,35-44,2020-03-17,No,No
CL0993,CS09,STY061,Corporate,25-34,2023-11-26,Yes,Yes
CL0994,CS07,STY063,Google Search,35-44,2020-07-19,Yes,No
CL0995,CS11,STY044,Word of Mouth,35-44,2024-07-19,Yes,No
CL0996,CS05,STY010,Instagram,35-44,2022-10-14,Yes,Yes
CL0997,CS05,STY029,Word of Mouth,65+,2022-04-03,Yes,No
CL0998,CS10,STY073,Word of Mouth,35-44,2020-05-17,No,Yes
CL0999,CS04,STY039,Instagram,18-24,2024-08-14,No,Yes
CL1000,CS11,STY033,Google Search,25-34,2022-04-03,No,No
CL1001,CS09,STY067,Word of Mouth,18-24,2023-12-11,Yes,No
CL1002,CS08,STY060,Word of Mouth,65+,2024-02-29,No,No
CL1003,CS09,STY073,Friend Referral,55-64,2022-06-07,Yes,No
CL1004,CS04,STY039,Instagram,25-34,2020-11-04,No,Yes
CL1005,CS06,STY027,Gift Voucher,55-64,2023-07-22,No,Yes
CL1006,CS05,STY031,TikTok,25-34,2023-05-16,No,Yes
CL1007,CS02,STY040,Word of Mouth,18-24,2024-06-20,No,Yes
CL1008,CS09,STY026,YouTube,35-44,2020-03-16,Yes,Yes
CL1009,CS03,STY071,Word of Mouth,45-54,2021-07-22,Yes,No
CL1010,CS01,STY008,Return Client,35-44,2020-02-10,Yes,Yes
CL1011,CS10,STY047,Instagram,18-24,2022-04-13,Yes,Yes
CL1012,CS12,STY065,Gift Voucher,25-34,2023-03-15,Yes,No
CL1013,CS11,STY033,Friend Referral,65+,2022-12-11,No,Yes
CL1014,CS04,STY043,Google Search,45-54,2021-10-03,No,No
CL1015,CS12,STY014,Word of Mouth,35-44,2020-10-22,Yes,Yes
CL1016,CS05,STY008,Facebook,25-34,2023-04-22,No,No
CL1017,CS06,STY055,Friend Referral,25-34,2023-01-22,No,No
CL1018,CS04,STY047,Return Client,55-64,2020-10-23,No,No
CL1019,CS06,STY005,Friend Referral,18-24,2023-05-25,Yes,No
CL1020,CS11,STY047,Word of Mouth,35-44,2021-09-25,Yes,No
CL1021,CS04,STY033,Gift Voucher,35-44,2022-03-15,No,Yes
CL1022,CS04,STY057,Instagram,55-64,2020-11-24,No,No
CL1023,CS07,STY063,Friend Referral,25-34,2020-06-13,No,No
CL1024,CS07,STY013,Corporate,35-44,2022-05-15,Yes,No
CL1025,CS05,STY071,Google Search,35-44,2023-05-18,No,Yes
CL1026,CS12,STY024,Word of Mouth,18-24,2023-08-06,No,No
CL1027,CS03,STY041,Word of Mouth,25-34,2021-09-17,Yes,Yes
CL1028,CS03,STY017,Word of Mouth,45-54,2024-04-21,No,Yes
CL1029,CS08,STY023,Facebook,45-54,2021-06-17,No,Yes
CL1030,CS04,STY049,Word of Mouth,35-44,2022-03-16,Yes,Yes
CL1031,CS01,STY030,Corporate,45-54,2023-07-07,Yes,Yes
CL1032,CS04,STY052,Instagram,55-64,2020-04-11,No,No
CL1033,CS05,STY073,Word of Mouth,65+,2020-12-14,Yes,Yes
CL1034,CS12,STY064,Google Search,45-54,2022-07-18,Yes,Yes
CL1035,CS12,STY035,Word of Mouth,65+,2024-07-23,No,No
CL1036,CS08,STY028,Instagram,35-44,2021-02-27,No,No
CL1037,CS11,STY019,Word of Mouth,25-34,2024-06-10,Yes,Yes
CL1038,CS05,STY048,Word of Mouth,35-44,2021-05-23,No,Yes
CL1039,CS01,STY051,Facebook,55-64,2023-11-20,Yes,No
CL1040,CS07,STY010,Friend Referral,45-54,2021-06-08,Yes,No
CL1041,CS01,STY046,Word of Mouth,65+,2022-08-22,Yes,Yes
CL1042,CS05,STY048,Google Search,35-44,2022-03-19,Yes,No
CL1043,CS01,STY064,Google Search,25-34,2022-10-28,No,Yes
CL1044,CS03,STY019,Word of Mouth,45-54,2022-06-05,No,Yes
CL1045,CS06,STY036,Word of Mouth,25-34,2024-11-20,No,Yes
CL1046,CS05,STY034,Corporate,25-34,2024-08-25,No,Yes
CL1047,CS03,STY020,Instagram,65+,2024-04-13,No,Yes
CL1048,CS04,STY061,Word of Mouth,25-34,2020-03-14,No,Yes
CL1049,CS12,STY006,Facebook,25-34,2022-10-10,No,Yes
CL1050,CS12,STY019,Google Search,35-44,2020-08-18,Yes,Yes
CL1051,CS02,STY022,Word of Mouth,25-34,2024-09-05,No,No
CL1052,CS11,STY068,Google Search,45-54,2020-01-09,Yes,Yes
CL1053,CS02,STY043,Word of Mouth,35-44,2020-07-12,Yes,Yes
CL1054,CS11,STY014,YouTube,25-34,2022-02-04,No,Yes
CL1055,CS01,STY062,Word of Mouth,55-64,2023-09-12,No,No
CL1056,CS05,STY058,Google Search,18-24,2020-03-30,No,No
CL1057,CS12,STY028,Corporate,45-54,2020-09-21,Yes,No
CL1058,CS05,STY071,Instagram,18-24,2020-05-24,No,Yes
CL1059,CS07,STY052,Instagram,25-34,2024-04-27,Yes,Yes
CL1060,CS04,STY020,Word of Mouth,45-54,2021-08-06,Yes,Yes
CL1061,CS08,STY017,Friend Referral,45-54,2021-09-27,No,No
CL1062,CS02,STY058,Gift Voucher,35-44,2022-09-29,No,Yes
CL1063,CS05,STY055,Google Search,35-44,2024-03-29,No,No
CL1064,CS03,STY066,Facebook,35-44,2020-03-23,No,Yes
CL1065,CS11,STY064,Word of Mouth,45-54,2020-11-13,Yes,Yes
CL1066,CS08,STY039,Facebook,55-64,2022-09-05,Yes,Yes
CL1067,CS11,STY055,Corporate,55-64,2022-12-07,No,No
CL1068,CS01,STY014,Google Search,55-64,2022-11-17,No,Yes
CL1069,CS02,STY033,Facebook,45-54,2024-07-22,No,Yes
CL1070,CS10,STY060,Word of Mouth,35-44,2020-08-21,Yes,Yes
CL1071,CS07,STY039,Word of Mouth,35-44,2023-12-13,No,No
CL1072,CS12,STY034,Facebook,45-54,2023-07-01,No,Yes
CL1073,CS04,STY034,Word of Mouth,45-54,2023-05-22,Yes,Yes
CL1074,CS09,STY022,Word of Mouth,35-44,2020-01-28,No,Yes
CL1075,CS12,STY063,Facebook,45-54,2024-03-04,No,No
CL1076,CS10,STY051,Instagram,45-54,2023-11-14,No,Yes
CL1077,CS03,STY003,Word of Mouth,25-34,2024-07-29,Yes,Yes
CL1078,CS04,STY056,Facebook,25-34,2021-05-10,Yes,Yes
CL1079,CS05,STY003,Friend Referral,25-34,2022-05-14,Yes,Yes
CL1080,CS03,STY061,Friend Referral,35-44,2022-09-20,Yes,Yes
CL1081,CS10,STY051,Word of Mouth,25-34,2024-08-25,Yes,Yes
CL1082,CS01,STY054,Word of Mouth,55-64,2022-06-03,No,No
CL1083,CS10,STY005,Google Search,35-44,2021-08-18,No,Yes
CL1084,CS08,STY063,Google Search,45-54,2023-10-21,Yes,No
CL1085,CS01,STY071,Google Search,35-44,2021-10-08,Yes,Yes
CL1086,CS11,STY045,Facebook,35-44,2022-10-10,No,No
CL1087,CS07,STY061,Word of Mouth,25-34,2021-01-28,No,Yes
CL1088,CS04,STY044,Google Search,45-54,2023-11-03,No,Yes
CL1089,CS05,STY047,Friend Referral,35-44,2022-05-03,No,Yes
CL1090,CS10,STY062,Word of Mouth,45-54,2020-06-25,Yes,Yes
CL1091,CS04,STY054,Word of Mouth,35-44,2024-06-13,No,Yes
CL1092,CS04,STY046,Word of Mouth,18-24,2020-02-07,No,Yes
CL1093,CS11,STY005,Word of Mouth,55-64,2022-10-28,Yes,Yes
CL1094,CS07,STY029,Word of Mouth,25-34,2023-02-24,No,Yes
CL1095,CS06,STY072,Friend Referral,45-54,2024-04-26,No,Yes
CL1096,CS12,STY007,Gift Voucher,45-54,2020-08-01,No,Yes
CL1097,CS02,STY014,Return Client,45-54,2023-06-02,Yes,No
CL1098,CS02,STY047,Word of Mouth,25-34,2021-02-24,Yes,No
CL1099,CS05,STY013,Friend Referral,45-54,2022-10-17,Yes,No
CL1100,CS06,STY026,Instagram,25-34,2024-10-03,No,Yes
CL1101,CS01,STY037,Word of Mouth,55-64,2021-11-30,Yes,Yes
CL1102,CS05,STY032,Instagram,45-54,2022-01-08,Yes,No
CL1103,CS07,STY053,Friend Referral,25-34,2022-05-28,No,Yes
CL1104,CS09,STY057,Friend Referral,35-44,2020-03-01,Yes,Yes
CL1105,CS12,STY044,Friend Referral,65+,2020-06-22,No,Yes
CL1106,CS03,STY020,Facebook,35-44,2020-03-16,Yes,No
CL1107,CS12,STY054,Friend Referral,55-64,2021-08-28,No,No
CL1108,CS12,STY041,Google Search,35-44,2024-03-01,No,Yes
CL1109,CS05,STY052,Corporate,45-54,2020-10-27,No,No
CL1110,CS04,STY057,Gift Voucher,45-54,2023-06-20,No,No
CL1111,CS07,STY005,Friend Referral,55-64,2020-06-21,No,Yes
CL1112,CS12,STY070,Friend Referral,55-64,2022-12-01,No,Yes
CL1113,CS02,STY021,Google Search,35-44,2021-11-28,Yes,Yes
CL1114,CS09,STY039,Google Search,25-34,2024-05-04,No,No
CL1115,CS02,STY065,Friend Referral,55-64,2021-06-15,No,Yes
CL1116,CS01,STY039,Friend Referral,65+,2022-07-08,Yes,Yes
CL1117,CS06,STY073,YouTube,55-64,2023-04-06,Yes,Yes
CL1118,CS05,STY074,Instagram,45-54,2024-01-04,Yes,No
CL1119,CS07,STY067,Google Search,25-34,2021-11-02,Yes,Yes
CL1120,CS08,STY053,Word of Mouth,45-54,2024-08-23,Yes,Yes
CL1121,CS01,STY058,Facebook,25-34,2021-03-15,Yes,Yes
CL1122,CS11,STY051,Google Search,45-54,2022-11-28,No,No
CL1123,CS08,STY063,TikTok,65+,2023-11-12,No,Yes
CL1124,CS03,STY017,Google Search,35-44,2022-07-26,Yes,No
CL1125,CS04,STY072,Facebook,18-24,2020-11-17,No,Yes
CL1126,CS10,STY074,Gift Voucher,25-34,2022-01-26,No,Yes
CL1127,CS09,STY039,Word of Mouth,35-44,2022-02-05,No,Yes
CL1128,CS01,STY054,Friend Referral,25-34,2023-04-22,Yes,Yes
CL1129,CS05,STY001,Word of Mouth,55-64,2022-09-28,Yes,No
CL1130,CS06,STY074,Word of Mouth,18-24,2022-09-12,No,No
CL1131,CS08,STY017,Corporate,45-54,2022-08-31,Yes,No
CL1132,CS11,STY020,Facebook,35-44,2022-07-08,No,Yes
CL1133,CS10,STY051,TikTok,35-44,2021-04-21,No,No
CL1134,CS01,STY036,Return Client,55-64,2024-02-16,Yes,Yes
CL1135,CS12,STY040,Word of Mouth,45-54,2024-04-29,Yes,No
CL1136,CS09,STY074,Word of Mouth,65+,2023-01-14,Yes,No
CL1137,CS09,STY016,Word of Mouth,35-44,2020-02-08,Yes,Yes
CL1138,CS05,STY057,Friend Referral,25-34,2023-12-16,Yes,No
CL1139,CS10,STY003,Instagram,45-54,2022-10-03,No,Yes
CL1140,CS03,STY049,Facebook,55-64,2021-10-11,No,Yes
CL1141,CS02,STY019,Return Client,35-44,2021-08-07,Yes,Yes
