JourneyID,ClientID,StylistID,ConsultantID,FirstVisitDate,LastVisitDate,TotalVisits,TotalSpend_GBP,DaysSinceLastVisit,WeeksSinceLastVisit,RetentionSegment,Service1,Service2,Service3,IsReturnClient,AvgSpendPerVisit_GBP
JN01227,CL1227,STY063,CON022,2020-07-08,2021-07-17,6,1303.7,1659,237,Lapsed,Personal Shopping,Makeup,Wardrobe Edit,Yes,217.28
JN01228,CL1228,STY066,CON023,2022-01-26,2022-11-29,1,1298.62,1159,165,Lapsed,Wardrobe Edit,,,No,1298.62
JN01229,CL1229,STY031,CON011,2021-05-17,2024-04-09,2,1851.65,662,94,Lapsed,Wardrobe Edit,Colour Analysis,,Yes,925.83
JN01230,CL1230,STY067,CON023,2020-12-12,2023-01-15,2,1419.22,1112,158,Lapsed,Style Analysis,Wardrobe Edit,,Yes,709.61
JN01231,CL1231,STY024,CON008,2020-09-18,2022-08-20,12,1604.95,1260,180,Lapsed,Colour Analysis,Personal Shopping,Style Analysis,Yes,133.75
JN01232,CL1232,STY066,CON023,2020-10-10,2022-07-03,11,2242.9,1308,186,Lapsed,Colour Analysis,Style Analysis,Makeup,Yes,203.9
JN01233,CL1233,STY029,CON010,2021-09-25,2024-02-16,5,1070.68,715,102,Lapsed,Personal Shopping,Style Analysis,Wardrobe Edit,Yes,214.14
JN01234,CL1234,STY054,CON019,2021-01-09,2024-08-04,4,1411.98,545,77,Lapsed,Style Analysis,Wardrobe Edit,Makeup,Yes,353.0
JN01235,CL1235,STY001,CON001,2022-05-09,2026-01-31,2,241.27,0,0,Loyal,Colour Analysis,Style Analysis,,Yes,120.64
JN01236,CL1236,STY049,CON017,2024-02-07,2026-01-31,6,1801.64,0,0,Champion,Makeup,Colour Analysis,Style Analysis,Yes,300.27
JN01237,CL1237,STY007,CON003,2020-06-06,2022-06-06,5,262.43,1335,190,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,52.49
JN01238,CL1238,STY038,CON013,2020-10-26,2023-02-01,9,1403.98,1095,156,Lapsed,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,156.0
JN01239,CL1239,STY036,CON012,2020-06-22,2021-04-14,5,1633.71,1753,250,Lapsed,Personal Shopping,Style Analysis,Wardrobe Edit,Yes,326.74
JN01240,CL1240,STY040,CON014,2024-05-24,2026-01-31,2,1893.02,0,0,Loyal,Personal Shopping,Wardrobe Edit,,Yes,946.51
JN01241,CL1241,STY023,CON008,2023-12-18,2026-01-31,8,764.13,0,0,Champion,Makeup,Personal Shopping,Colour Analysis,Yes,95.52
JN01242,CL1242,STY025,CON009,2020-04-15,2022-03-15,3,861.9,1418,202,Lapsed,Colour Analysis,Personal Shopping,Style Analysis,Yes,287.3
JN01243,CL1243,STY004,CON002,2021-11-05,2022-05-10,8,2104.8,1362,194,Lapsed,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,263.1
JN01244,CL1244,STY044,CON016,2021-08-13,2023-01-19,12,948.56,1108,158,Lapsed,Personal Shopping,Colour Analysis,Wardrobe Edit,Yes,79.05
JN01245,CL1245,STY008,CON003,2023-09-03,2026-01-31,9,2002.15,0,0,Champion,Style Analysis,Wardrobe Edit,Makeup,Yes,222.46
JN01246,CL1246,STY042,CON015,2021-02-02,2021-06-10,9,2368.19,1696,242,Lapsed,Colour Analysis,Personal Shopping,Makeup,Yes,263.13
JN01247,CL1247,STY072,CON025,2020-05-02,2022-12-21,1,1065.11,1137,162,Lapsed,Style Analysis,,,No,1065.11
JN01248,CL1248,STY002,CON001,2022-03-05,2024-05-03,1,547.42,638,91,Lapsed,Makeup,,,No,547.42
JN01249,CL1249,STY021,CON007,2020-03-20,2023-02-08,9,1479.18,1088,155,Lapsed,Personal Shopping,Style Analysis,Makeup,Yes,164.35
JN01250,CL1250,STY043,CON015,2020-09-03,2022-07-07,10,1054.4,1304,186,Lapsed,Personal Shopping,Wardrobe Edit,Style Analysis,Yes,105.44
JN01251,CL1251,STY032,CON011,2024-06-05,2024-10-08,11,1634.13,480,68,Lapsed,Makeup,Personal Shopping,Style Analysis,Yes,148.56
JN01252,CL1252,STY032,CON011,2021-10-26,2025-09-03,1,1234.22,150,21,At Risk,Personal Shopping,,,No,1234.22
JN01253,CL1253,STY005,CON002,2021-03-28,2024-11-15,3,1159.77,442,63,Lapsed,Wardrobe Edit,Personal Shopping,Makeup,Yes,386.59
JN01254,CL1254,STY053,CON019,2021-10-24,2022-01-20,11,1749.9,1472,210,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,159.08
JN01255,CL1255,STY067,CON023,2024-01-19,2026-01-31,7,2343.8,0,0,Champion,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,334.83
JN01256,CL1256,STY049,CON017,2022-04-11,2025-12-10,8,1994.83,52,7,Champion,Makeup,Wardrobe Edit,Colour Analysis,Yes,249.35
JN01257,CL1257,STY050,CON018,2021-02-01,2024-10-14,2,542.71,474,67,Lapsed,Personal Shopping,Style Analysis,,Yes,271.36
JN01258,CL1258,STY024,CON008,2021-08-24,2022-04-27,8,315.6,1375,196,Lapsed,Personal Shopping,Style Analysis,Makeup,Yes,39.45
JN01259,CL1259,STY020,CON007,2023-07-30,2026-01-31,3,1003.56,0,0,Loyal,Makeup,Personal Shopping,Wardrobe Edit,Yes,334.52
JN01260,CL1260,STY055,CON020,2023-07-28,2023-09-10,9,1554.94,874,124,Lapsed,Style Analysis,Colour Analysis,Makeup,Yes,172.77
JN01261,CL1261,STY053,CON019,2020-11-22,2022-06-23,12,2280.88,1318,188,Lapsed,Style Analysis,Wardrobe Edit,Makeup,Yes,190.07
JN01262,CL1262,STY007,CON003,2024-09-28,2026-01-31,6,1562.87,0,0,Champion,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,260.48
JN01263,CL1263,STY017,CON005,2024-11-19,2026-01-31,12,2011.25,0,0,Champion,Colour Analysis,Personal Shopping,Style Analysis,Yes,167.6
JN01264,CL1264,STY001,CON001,2020-03-29,2021-08-08,12,1737.88,1637,233,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,144.82
JN01265,CL1265,STY026,CON009,2022-04-25,2023-09-11,3,743.08,873,124,Lapsed,Colour Analysis,Wardrobe Edit,Makeup,Yes,247.69
JN01266,CL1266,STY031,CON011,2020-01-28,2023-07-10,9,1506.83,936,133,Lapsed,Makeup,Style Analysis,Wardrobe Edit,Yes,167.43
JN01267,CL1267,STY008,CON003,2022-09-21,2024-10-29,9,379.06,459,65,Lapsed,Style Analysis,Makeup,Colour Analysis,Yes,42.12
JN01268,CL1268,STY032,CON011,2020-03-25,2021-08-19,10,407.43,1626,232,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,40.74
JN01269,CL1269,STY042,CON015,2022-03-23,2024-12-17,4,2071.4,410,58,Lapsed,Colour Analysis,Personal Shopping,Makeup,Yes,517.85
JN01270,CL1270,STY026,CON009,2024-11-05,2026-01-31,8,1794.32,0,0,Champion,Personal Shopping,Style Analysis,Makeup,Yes,224.29
JN01271,CL1271,STY044,CON016,2021-06-05,2023-06-18,2,1894.1,958,136,Lapsed,Personal Shopping,Colour Analysis,,Yes,947.05
JN01272,CL1272,STY057,CON020,2021-09-14,2024-10-13,3,1067.69,475,67,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,355.9
JN01273,CL1273,STY062,CON022,2020-09-29,2022-07-31,8,1513.0,1280,182,Lapsed,Style Analysis,Makeup,Colour Analysis,Yes,189.12
JN01274,CL1274,STY018,CON006,2020-10-31,2022-03-26,1,755.4,1407,201,Lapsed,Makeup,,,No,755.4
JN01275,CL1275,STY011,CON004,2023-05-08,2026-01-31,2,1709.98,0,0,Loyal,Colour Analysis,Wardrobe Edit,,Yes,854.99
JN01276,CL1276,STY044,CON016,2020-01-11,2021-09-08,5,1431.47,1606,229,Lapsed,Wardrobe Edit,Makeup,Style Analysis,Yes,286.29
JN01277,CL1277,STY011,CON004,2023-12-09,2026-01-31,3,308.32,0,0,Loyal,Style Analysis,Colour Analysis,Wardrobe Edit,Yes,102.77
JN01278,CL1278,STY019,CON006,2023-06-25,2025-06-20,1,250.91,225,32,Lapsed,Wardrobe Edit,,,No,250.91
JN01279,CL1279,STY040,CON014,2021-12-26,2022-08-02,6,1864.42,1278,182,Lapsed,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,310.74
JN01280,CL1280,STY009,CON003,2022-09-01,2023-06-12,6,887.76,964,137,Lapsed,Colour Analysis,Personal Shopping,Wardrobe Edit,Yes,147.96
JN01281,CL1281,STY030,CON010,2023-12-17,2025-04-22,5,442.44,284,40,Lapsed,Personal Shopping,Makeup,Colour Analysis,Yes,88.49
JN01282,CL1282,STY009,CON003,2024-04-25,2026-01-31,11,442.15,0,0,Champion,Colour Analysis,Personal Shopping,Wardrobe Edit,Yes,40.2
JN01283,CL1283,STY073,CON025,2023-12-14,2026-01-31,3,2154.12,0,0,Loyal,Style Analysis,Wardrobe Edit,Makeup,Yes,718.04
JN01284,CL1284,STY034,CON012,2022-02-05,2023-10-27,9,1737.15,827,118,Lapsed,Personal Shopping,Style Analysis,Colour Analysis,Yes,193.02
JN01285,CL1285,STY044,CON016,2024-08-16,2026-01-31,6,930.5,0,0,Champion,Personal Shopping,Colour Analysis,Style Analysis,Yes,155.08
JN01286,CL1286,STY032,CON011,2024-08-28,2025-01-19,7,151.67,377,53,Lapsed,Colour Analysis,Makeup,Personal Shopping,Yes,21.67
JN01287,CL1287,STY057,CON020,2022-10-28,2025-06-25,7,1880.03,220,31,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,268.58
JN01288,CL1288,STY042,CON015,2024-07-20,2024-08-30,2,1304.8,519,74,Lapsed,Makeup,Style Analysis,,Yes,652.4
JN01289,CL1289,STY011,CON004,2020-11-15,2022-03-07,12,1065.73,1426,203,Lapsed,Wardrobe Edit,Style Analysis,Makeup,Yes,88.81
JN01290,CL1290,STY018,CON006,2021-01-17,2021-09-02,11,2030.2,1612,230,Lapsed,Style Analysis,Colour Analysis,Wardrobe Edit,Yes,184.56
JN01291,CL1291,STY037,CON013,2023-09-10,2026-01-31,1,2169.26,0,0,Loyal,Personal Shopping,,,No,2169.26
JN01292,CL1292,STY070,CON024,2020-10-08,2024-03-04,9,1435.14,698,99,Lapsed,Wardrobe Edit,Style Analysis,Makeup,Yes,159.46
JN01293,CL1293,STY056,CON020,2021-12-10,2022-05-16,12,228.72,1356,193,Lapsed,Colour Analysis,Wardrobe Edit,Personal Shopping,Yes,19.06
JN01294,CL1294,STY052,CON018,2024-01-03,2025-04-09,9,444.63,297,42,Lapsed,Style Analysis,Makeup,Colour Analysis,Yes,49.4
JN01295,CL1295,STY013,CON004,2020-12-11,2021-04-16,7,1546.16,1751,250,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,220.88
JN01296,CL1296,STY016,CON005,2021-04-16,2024-05-01,10,138.91,640,91,Lapsed,Personal Shopping,Colour Analysis,Wardrobe Edit,Yes,13.89
JN01297,CL1297,STY013,CON004,2024-02-14,2024-03-06,9,2359.45,696,99,Lapsed,Personal Shopping,Colour Analysis,Makeup,Yes,262.16
JN01298,CL1298,STY029,CON010,2021-08-31,2021-10-18,10,335.97,1566,223,Lapsed,Style Analysis,Personal Shopping,Colour Analysis,Yes,33.6
JN01299,CL1299,STY030,CON010,2024-08-15,2026-01-31,12,1914.02,0,0,Champion,Personal Shopping,Wardrobe Edit,Colour Analysis,Yes,159.5
JN01300,CL1300,STY042,CON015,2021-06-14,2023-03-19,8,1529.66,1049,149,Lapsed,Personal Shopping,Style Analysis,Makeup,Yes,191.21
JN01301,CL1301,STY007,CON003,2020-02-18,2021-06-23,1,1489.6,1683,240,Lapsed,Colour Analysis,,,No,1489.6
JN01302,CL1302,STY048,CON017,2024-11-18,2026-01-31,5,1843.18,0,0,Champion,Style Analysis,Colour Analysis,Personal Shopping,Yes,368.64
JN01303,CL1303,STY030,CON010,2020-05-19,2023-03-18,7,1287.79,1050,150,Lapsed,Wardrobe Edit,Personal Shopping,Colour Analysis,Yes,183.97
JN01304,CL1304,STY028,CON009,2023-06-22,2026-01-18,10,537.84,13,1,Champion,Colour Analysis,Wardrobe Edit,Makeup,Yes,53.78
JN01305,CL1305,STY046,CON016,2023-02-27,2023-09-27,8,687.76,857,122,Lapsed,Wardrobe Edit,Personal Shopping,Makeup,Yes,85.97
JN01306,CL1306,STY040,CON014,2021-03-05,2021-12-26,4,996.12,1497,213,Lapsed,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,249.03
JN01307,CL1307,STY040,CON014,2021-08-19,2021-11-04,8,773.12,1549,221,Lapsed,Makeup,Wardrobe Edit,Style Analysis,Yes,96.64
JN01308,CL1308,STY060,CON021,2022-06-11,2022-07-04,4,2048.68,1307,186,Lapsed,Wardrobe Edit,Colour Analysis,Style Analysis,Yes,512.17
JN01309,CL1309,STY028,CON009,2024-10-17,2026-01-31,10,1920.31,0,0,Champion,Wardrobe Edit,Personal Shopping,Style Analysis,Yes,192.03
JN01310,CL1310,STY015,CON005,2023-03-29,2026-01-31,1,268.44,0,0,Loyal,Style Analysis,,,No,268.44
JN01311,CL1311,STY013,CON004,2020-01-31,2023-10-31,12,772.15,823,117,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,64.35
JN01312,CL1312,STY018,CON006,2021-01-11,2021-07-24,4,1778.61,1652,236,Lapsed,Makeup,Wardrobe Edit,Personal Shopping,Yes,444.65
JN01313,CL1313,STY043,CON015,2024-11-13,2026-01-31,4,2012.71,0,0,Champion,Personal Shopping,Makeup,Colour Analysis,Yes,503.18
JN01314,CL1314,STY010,CON004,2023-04-29,2025-10-11,9,164.89,112,16,At Risk,Makeup,Wardrobe Edit,Style Analysis,Yes,18.32
JN01315,CL1315,STY052,CON018,2020-01-03,2021-12-19,3,1579.05,1504,214,Lapsed,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,526.35
JN01316,CL1316,STY053,CON019,2020-09-11,2022-01-28,10,2321.25,1464,209,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,232.12
JN01317,CL1317,STY007,CON003,2021-05-27,2023-12-09,4,1871.23,784,112,Lapsed,Personal Shopping,Wardrobe Edit,Style Analysis,Yes,467.81
JN01318,CL1318,STY017,CON005,2023-06-07,2023-09-07,3,786.49,877,125,Lapsed,Personal Shopping,Colour Analysis,Style Analysis,Yes,262.16
JN01319,CL1319,STY052,CON018,2021-04-08,2023-04-17,7,2236.55,1020,145,Lapsed,Colour Analysis,Wardrobe Edit,Makeup,Yes,319.51
JN01320,CL1320,STY004,CON002,2020-04-06,2023-11-19,6,968.78,804,114,Lapsed,Wardrobe Edit,Makeup,Style Analysis,Yes,161.46
JN01321,CL1321,STY042,CON015,2021-09-27,2024-11-14,2,1217.39,443,63,Lapsed,Colour Analysis,Wardrobe Edit,,Yes,608.7
JN01322,CL1322,STY037,CON013,2021-03-20,2022-10-02,8,445.69,1217,173,Lapsed,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,55.71
JN01323,CL1323,STY003,CON002,2024-02-08,2025-12-10,3,228.64,52,7,Loyal,Wardrobe Edit,Colour Analysis,Makeup,Yes,76.21
JN01324,CL1324,STY026,CON009,2020-09-05,2021-12-13,11,1788.83,1510,215,Lapsed,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,162.62
JN01325,CL1325,STY071,CON024,2023-05-20,2025-03-01,6,950.22,336,48,Lapsed,Makeup,Style Analysis,Wardrobe Edit,Yes,158.37
JN01326,CL1326,STY019,CON006,2020-04-02,2023-03-27,5,2327.16,1041,148,Lapsed,Colour Analysis,Personal Shopping,Style Analysis,Yes,465.43
JN01327,CL1327,STY073,CON025,2021-07-22,2024-01-05,2,341.93,757,108,Lapsed,Wardrobe Edit,Colour Analysis,,Yes,170.97
JN01328,CL1328,STY072,CON025,2020-01-13,2022-10-06,10,1326.44,1213,173,Lapsed,Makeup,Personal Shopping,Style Analysis,Yes,132.64
JN01329,CL1329,STY042,CON015,2023-01-10,2025-12-12,6,2307.51,50,7,Champion,Style Analysis,Personal Shopping,Makeup,Yes,384.59
JN01330,CL1330,STY035,CON012,2023-12-24,2026-01-31,8,606.79,0,0,Champion,Style Analysis,Wardrobe Edit,Makeup,Yes,75.85
JN01331,CL1331,STY006,CON002,2023-02-10,2024-12-27,4,574.9,400,57,Lapsed,Style Analysis,Wardrobe Edit,Makeup,Yes,143.72
JN01332,CL1332,STY060,CON021,2021-12-02,2022-05-10,2,559.35,1362,194,Lapsed,Personal Shopping,Style Analysis,,Yes,279.68
JN01333,CL1333,STY045,CON016,2021-08-24,2024-10-04,12,864.79,484,69,Lapsed,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,72.07
JN01334,CL1334,STY072,CON025,2021-11-04,2021-11-15,8,2264.89,1538,219,Lapsed,Style Analysis,Makeup,Wardrobe Edit,Yes,283.11
JN01335,CL1335,STY019,CON006,2022-05-18,2025-04-05,2,732.83,301,43,Lapsed,Wardrobe Edit,Colour Analysis,,Yes,366.42
JN01336,CL1336,STY018,CON006,2022-08-01,2022-08-26,2,829.47,1254,179,Lapsed,Personal Shopping,Style Analysis,,Yes,414.74
JN01337,CL1337,STY046,CON016,2022-06-02,2026-01-31,3,1538.89,0,0,Loyal,Makeup,Personal Shopping,Wardrobe Edit,Yes,512.96
JN01338,CL1338,STY002,CON001,2021-11-24,2024-11-08,1,507.43,449,64,Lapsed,Style Analysis,,,No,507.43
JN01339,CL1339,STY024,CON008,2020-02-29,2023-10-19,6,2243.67,835,119,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,373.94
JN01340,CL1340,STY033,CON012,2024-12-01,2025-05-21,5,1802.39,255,36,Lapsed,Colour Analysis,Makeup,Wardrobe Edit,Yes,360.48
JN01341,CL1341,STY017,CON005,2021-10-09,2025-05-29,11,1579.87,247,35,Lapsed,Personal Shopping,Style Analysis,Makeup,Yes,143.62
JN01342,CL1342,STY037,CON013,2024-10-09,2025-02-22,4,137.16,343,49,Lapsed,Makeup,Personal Shopping,Wardrobe Edit,Yes,34.29
JN01343,CL1343,STY061,CON021,2022-06-13,2024-03-05,11,1798.63,697,99,Lapsed,Wardrobe Edit,Style Analysis,Colour Analysis,Yes,163.51
JN01344,CL1344,STY047,CON017,2024-04-16,2026-01-31,6,2099.68,0,0,Champion,Personal Shopping,Style Analysis,Makeup,Yes,349.95
JN01345,CL1345,STY047,CON017,2023-05-09,2024-11-08,7,923.02,449,64,Lapsed,Makeup,Wardrobe Edit,Style Analysis,Yes,131.86
JN01346,CL1346,STY067,CON023,2021-08-17,2021-12-30,7,587.59,1493,213,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,83.94
JN01347,CL1347,STY020,CON007,2024-09-22,2025-12-04,5,1321.25,58,8,Loyal,Personal Shopping,Colour Analysis,Makeup,Yes,264.25
JN01348,CL1348,STY023,CON008,2021-04-08,2023-02-01,9,1516.42,1095,156,Lapsed,Wardrobe Edit,Makeup,Personal Shopping,Yes,168.49
JN01349,CL1349,STY043,CON015,2022-01-15,2025-02-19,1,683.38,346,49,Lapsed,Personal Shopping,,,No,683.38
JN01350,CL1350,STY055,CON020,2023-03-13,2025-02-27,4,991.06,338,48,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,247.76
JN01351,CL1351,STY021,CON007,2021-11-03,2025-09-19,4,1595.66,134,19,At Risk,Makeup,Personal Shopping,Wardrobe Edit,Yes,398.92
JN01352,CL1352,STY074,CON025,2021-04-27,2022-01-30,5,360.2,1462,208,Lapsed,Makeup,Colour Analysis,Wardrobe Edit,Yes,72.04
JN01353,CL1353,STY043,CON015,2024-11-04,2026-01-31,7,1135.53,0,0,Champion,Wardrobe Edit,Personal Shopping,Style Analysis,Yes,162.22
JN01354,CL1354,STY041,CON014,2022-01-15,2024-12-25,11,387.6,402,57,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,35.24
JN01355,CL1355,STY003,CON002,2022-03-23,2023-12-14,6,2216.04,779,111,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,369.34
JN01356,CL1356,STY071,CON024,2023-12-26,2025-03-18,10,1087.1,319,45,Lapsed,Makeup,Personal Shopping,Colour Analysis,Yes,108.71
JN01357,CL1357,STY043,CON015,2020-04-06,2023-06-09,2,2320.86,967,138,Lapsed,Wardrobe Edit,Style Analysis,,Yes,1160.43
JN01358,CL1358,STY038,CON013,2022-10-01,2024-09-24,8,432.7,494,70,Lapsed,Colour Analysis,Style Analysis,Personal Shopping,Yes,54.09
JN01359,CL1359,STY032,CON011,2022-09-05,2024-06-09,5,2009.05,601,85,Lapsed,Colour Analysis,Makeup,Wardrobe Edit,Yes,401.81
JN01360,CL1360,STY019,CON006,2022-09-27,2026-01-31,4,1238.69,0,0,Champion,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,309.67
JN01361,CL1361,STY062,CON022,2024-01-02,2026-01-31,1,763.85,0,0,Loyal,Personal Shopping,,,No,763.85
JN01362,CL1362,STY052,CON018,2023-05-09,2024-06-28,5,1099.16,582,83,Lapsed,Colour Analysis,Makeup,Style Analysis,Yes,219.83
JN01363,CL1363,STY012,CON004,2023-01-23,2026-01-31,1,774.17,0,0,Loyal,Makeup,,,No,774.17
JN01364,CL1364,STY018,CON006,2020-10-14,2021-04-27,4,140.02,1740,248,Lapsed,Style Analysis,Colour Analysis,Makeup,Yes,35.01
JN01365,CL1365,STY052,CON018,2020-02-14,2023-02-01,3,1292.7,1095,156,Lapsed,Makeup,Personal Shopping,Colour Analysis,Yes,430.9
JN01366,CL1366,STY051,CON018,2022-01-22,2025-04-02,4,969.77,304,43,Lapsed,Colour Analysis,Wardrobe Edit,Personal Shopping,Yes,242.44
JN01367,CL1367,STY025,CON009,2023-08-12,2024-12-27,4,1135.33,400,57,Lapsed,Colour Analysis,Makeup,Personal Shopping,Yes,283.83
JN01368,CL1368,STY036,CON012,2020-02-17,2022-06-02,11,1711.41,1339,191,Lapsed,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,155.58
JN01369,CL1369,STY036,CON012,2021-03-18,2023-02-02,3,2202.03,1094,156,Lapsed,Personal Shopping,Makeup,Wardrobe Edit,Yes,734.01
JN01370,CL1370,STY054,CON019,2024-05-21,2024-09-20,10,1557.29,498,71,Lapsed,Wardrobe Edit,Style Analysis,Makeup,Yes,155.73
JN01371,CL1371,STY044,CON016,2024-04-15,2026-01-31,10,200.32,0,0,Champion,Style Analysis,Makeup,Wardrobe Edit,Yes,20.03
JN01372,CL1372,STY039,CON014,2023-03-26,2025-04-20,6,924.21,286,40,Lapsed,Wardrobe Edit,Style Analysis,Colour Analysis,Yes,154.03
JN01373,CL1373,STY058,CON021,2020-06-02,2022-07-30,8,1380.46,1281,183,Lapsed,Makeup,Colour Analysis,Wardrobe Edit,Yes,172.56
JN01374,CL1374,STY058,CON021,2023-11-03,2024-01-01,8,1614.69,761,108,Lapsed,Personal Shopping,Style Analysis,Wardrobe Edit,Yes,201.84
JN01375,CL1375,STY071,CON024,2024-10-22,2026-01-31,2,1629.46,0,0,Loyal,Personal Shopping,Makeup,,Yes,814.73
JN01376,CL1376,STY007,CON003,2023-11-13,2026-01-31,10,1867.31,0,0,Champion,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,186.73
JN01377,CL1377,STY066,CON023,2022-07-27,2024-06-05,10,1486.92,605,86,Lapsed,Style Analysis,Personal Shopping,Colour Analysis,Yes,148.69
JN01378,CL1378,STY041,CON014,2021-07-19,2023-01-30,5,1186.12,1097,156,Lapsed,Makeup,Personal Shopping,Style Analysis,Yes,237.22
JN01379,CL1379,STY054,CON019,2023-09-09,2026-01-31,10,1932.15,0,0,Champion,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,193.22
JN01380,CL1380,STY035,CON012,2023-11-01,2026-01-31,7,1363.35,0,0,Champion,Makeup,Wardrobe Edit,Style Analysis,Yes,194.76
JN01381,CL1381,STY013,CON004,2020-01-08,2022-07-25,11,1913.21,1286,183,Lapsed,Colour Analysis,Style Analysis,Personal Shopping,Yes,173.93
JN01382,CL1382,STY016,CON005,2022-01-12,2025-10-04,7,1608.19,119,17,At Risk,Makeup,Personal Shopping,Wardrobe Edit,Yes,229.74
JN01383,CL1383,STY053,CON019,2024-02-05,2026-01-13,1,1690.67,18,2,Loyal,Wardrobe Edit,,,No,1690.67
JN01384,CL1384,STY071,CON024,2023-10-13,2026-01-31,11,2106.64,0,0,Champion,Wardrobe Edit,Makeup,Colour Analysis,Yes,191.51
JN01385,CL1385,STY054,CON019,2020-03-29,2021-07-12,3,1044.34,1664,237,Lapsed,Personal Shopping,Colour Analysis,Makeup,Yes,348.11
JN01386,CL1386,STY051,CON018,2024-06-21,2024-10-20,3,816.99,468,66,Lapsed,Colour Analysis,Style Analysis,Personal Shopping,Yes,272.33
JN01387,CL1387,STY006,CON002,2024-03-09,2026-01-31,6,529.1,0,0,Champion,Wardrobe Edit,Makeup,Style Analysis,Yes,88.18
JN01388,CL1388,STY064,CON022,2024-07-16,2026-01-31,1,1746.33,0,0,Loyal,Makeup,,,No,1746.33
JN01389,CL1389,STY042,CON015,2021-08-05,2021-11-11,1,2333.13,1542,220,Lapsed,Personal Shopping,,,No,2333.13
JN01390,CL1390,STY043,CON015,2020-12-10,2021-08-07,8,985.51,1638,234,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,123.19
JN01391,CL1391,STY041,CON014,2020-05-12,2023-12-21,3,1187.36,772,110,Lapsed,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,395.79
JN01392,CL1392,STY028,CON009,2020-02-27,2021-07-31,5,1568.37,1645,235,Lapsed,Colour Analysis,Personal Shopping,Wardrobe Edit,Yes,313.67
JN01393,CL1393,STY047,CON017,2023-10-27,2024-04-14,1,540.97,657,93,Lapsed,Style Analysis,,,No,540.97
JN01394,CL1394,STY033,CON012,2024-07-26,2026-01-31,1,1913.89,0,0,Loyal,Makeup,,,No,1913.89
JN01395,CL1395,STY002,CON001,2022-02-17,2024-08-26,5,2218.55,523,74,Lapsed,Style Analysis,Personal Shopping,Makeup,Yes,443.71
JN01396,CL1396,STY008,CON003,2022-12-19,2024-04-30,10,456.21,641,91,Lapsed,Personal Shopping,Colour Analysis,Makeup,Yes,45.62
JN01397,CL1397,STY043,CON015,2021-06-08,2023-12-21,2,1700.38,772,110,Lapsed,Makeup,Personal Shopping,,Yes,850.19
JN01398,CL1398,STY059,CON021,2022-08-29,2025-11-04,9,1140.81,88,12,Loyal,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,126.76
JN01399,CL1399,STY017,CON005,2023-06-26,2026-01-31,5,519.3,0,0,Champion,Wardrobe Edit,Makeup,Personal Shopping,Yes,103.86
JN01400,CL1400,STY029,CON010,2021-04-05,2025-03-24,12,2354.21,313,44,Lapsed,Style Analysis,Makeup,Wardrobe Edit,Yes,196.18
JN01401,CL1401,STY052,CON018,2023-03-14,2024-09-01,7,555.48,517,73,Lapsed,Personal Shopping,Style Analysis,Colour Analysis,Yes,79.35
JN01402,CL1402,STY057,CON020,2023-04-18,2025-12-04,6,1788.06,58,8,Loyal,Wardrobe Edit,Makeup,Style Analysis,Yes,298.01
JN01403,CL1403,STY052,CON018,2020-09-06,2021-07-07,7,836.48,1669,238,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,119.5
JN01404,CL1404,STY032,CON011,2022-02-01,2025-12-25,3,812.68,37,5,Loyal,Colour Analysis,Makeup,Style Analysis,Yes,270.89
JN01405,CL1405,STY016,CON005,2024-01-26,2025-01-08,3,1124.03,388,55,Lapsed,Colour Analysis,Wardrobe Edit,Makeup,Yes,374.68
