NPSID,Date,ConsultantID,StylistID,ClientID,ServiceID,NPS_Score,NPS_Category,MainSeason,Year
NPS024145,2024-09-19,CON008,STY024,CL2612,SV07,9,Promoter,Autumn,2024
NPS024146,2024-09-19,CON010,STY029,CL1114,SV10,9,Promoter,Spring,2024
NPS024147,2024-09-19,CON010,STY029,CL1287,SV08,9,Promoter,Spring,2024
NPS024148,2024-09-19,CON010,STY030,CL2561,SV02,9,Promoter,Autumn,2024
NPS024149,2024-09-19,CON011,STY032,CL2821,SV02,7,Passive,Autumn,2024
NPS024150,2024-09-19,CON011,STY031,CL0452,SV07,9,Promoter,Spring,2024
NPS024151,2024-09-19,CON013,STY038,CL1059,SV10,9,Promoter,Summer,2024
NPS024152,2024-09-19,CON013,STY038,CL0134,SV10,10,Promoter,Winter,2024
NPS024153,2024-09-19,CON013,STY037,CL0588,SV05,8,Passive,Winter,2024
NPS024154,2024-09-19,CON014,STY039,CL2303,SV03,8,Passive,Spring,2024
NPS024155,2024-09-19,CON015,STY042,CL2611,SV04,7,Passive,Autumn,2024
NPS024156,2024-09-19,CON015,STY043,CL2816,SV04,8,Passive,Summer,2024
NPS024157,2024-09-19,CON015,STY042,CL2707,SV02,7,Passive,Spring,2024
NPS024158,2024-09-19,CON015,STY042,CL2694,SV03,9,Promoter,Summer,2024
NPS024159,2024-09-19,CON016,STY046,CL2172,SV03,10,Promoter,Winter,2024
NPS024160,2024-09-19,CON016,STY044,CL0896,SV01,7,Passive,Summer,2024
NPS024161,2024-09-19,CON018,STY052,CL0111,SV03,7,Passive,Spring,2024
NPS024162,2024-09-19,CON018,STY050,CL1325,SV01,8,Passive,Autumn,2024
NPS024163,2024-09-19,CON019,STY054,CL0550,SV04,8,Passive,Spring,2024
NPS024164,2024-09-19,CON019,STY053,CL0198,SV04,10,Promoter,Winter,2024
NPS024165,2024-09-19,CON021,STY061,CL2732,SV01,8,Passive,Autumn,2024
NPS024166,2024-09-19,CON021,STY059,CL2257,SV07,5,Detractor,Autumn,2024
NPS024167,2024-09-19,CON022,STY064,CL2909,SV04,7,Passive,Spring,2024
NPS024168,2024-09-19,CON022,STY065,CL2700,SV02,8,Passive,Summer,2024
NPS024169,2024-09-19,CON023,STY066,CL1971,SV02,8,Passive,Summer,2024
NPS024170,2024-09-19,CON023,STY066,CL0803,SV03,6,Detractor,Autumn,2024
NPS024171,2024-09-19,CON023,STY066,CL0304,SV10,7,Passive,Spring,2024
NPS024172,2024-09-19,CON024,STY069,CL1932,SV09,9,Promoter,Summer,2024
NPS024173,2024-09-19,CON024,STY068,CL1651,SV10,10,Promoter,Winter,2024
NPS024174,2024-09-19,CON024,STY069,CL0237,SV01,10,Promoter,Spring,2024
NPS024175,2024-09-19,CON025,STY073,CL1461,SV06,10,Promoter,Summer,2024
NPS024176,2024-09-19,CON025,STY072,CL1233,SV06,8,Passive,Winter,2024
NPS024177,2024-09-20,CON001,STY002,CL2611,SV09,8,Passive,Autumn,2024
NPS024178,2024-09-20,CON001,STY002,CL2482,SV02,8,Passive,Summer,2024
NPS024179,2024-09-20,CON001,STY002,CL2575,SV08,8,Passive,Summer,2024
NPS024180,2024-09-20,CON003,STY008,CL1834,SV11,10,Promoter,Spring,2024
NPS024181,2024-09-20,CON004,STY012,CL2274,SV10,10,Promoter,Summer,2024
NPS024182,2024-09-20,CON004,STY013,CL2697,SV08,8,Passive,Winter,2024
NPS024183,2024-09-20,CON006,STY019,CL2162,SV12,9,Promoter,Winter,2024
NPS024184,2024-09-20,CON006,STY019,CL1245,SV01,10,Promoter,Autumn,2024
NPS024185,2024-09-20,CON008,STY024,CL0881,SV03,7,Passive,Autumn,2024
NPS024186,2024-09-20,CON008,STY023,CL1669,SV01,8,Passive,Winter,2024
NPS024187,2024-09-20,CON009,STY027,CL2170,SV07,7,Passive,Winter,2024
NPS024188,2024-09-20,CON009,STY028,CL1981,SV07,6,Detractor,Winter,2024
NPS024189,2024-09-20,CON009,STY026,CL1599,SV03,9,Promoter,Spring,2024
NPS024190,2024-09-20,CON010,STY029,CL2155,SV01,8,Passive,Spring,2024
NPS024191,2024-09-20,CON010,STY030,CL0596,SV07,8,Passive,Winter,2024
NPS024192,2024-09-20,CON010,STY030,CL2482,SV06,10,Promoter,Summer,2024
NPS024193,2024-09-20,CON012,STY035,CL2752,SV01,9,Promoter,Autumn,2024
NPS024194,2024-09-20,CON012,STY036,CL0204,SV07,10,Promoter,Autumn,2024
NPS024195,2024-09-20,CON013,STY038,CL0474,SV07,10,Promoter,Spring,2024
NPS024196,2024-09-20,CON013,STY038,CL0445,SV01,8,Passive,Spring,2024
NPS024197,2024-09-20,CON014,STY040,CL1491,SV01,9,Promoter,Winter,2024
NPS024198,2024-09-20,CON014,STY040,CL2094,SV04,9,Promoter,Winter,2024
NPS024199,2024-09-20,CON016,STY046,CL2088,SV08,9,Promoter,Winter,2024
NPS024200,2024-09-20,CON016,STY046,CL0632,SV04,7,Passive,Summer,2024
NPS024201,2024-09-20,CON016,STY044,CL2131,SV05,8,Passive,Winter,2024
NPS024202,2024-09-20,CON017,STY049,CL1483,SV02,7,Passive,Summer,2024
NPS024203,2024-09-20,CON017,STY049,CL2800,SV03,10,Promoter,Summer,2024
NPS024204,2024-09-20,CON018,STY050,CL2276,SV03,10,Promoter,Spring,2024
NPS024205,2024-09-20,CON018,STY050,CL0511,SV02,7,Passive,Autumn,2024
NPS024206,2024-09-20,CON019,STY054,CL0799,SV01,7,Passive,Summer,2024
NPS024207,2024-09-20,CON021,STY060,CL2210,SV03,10,Promoter,Autumn,2024
NPS024208,2024-09-20,CON021,STY058,CL2108,SV10,10,Promoter,Spring,2024
NPS024209,2024-09-20,CON021,STY058,CL1773,SV03,10,Promoter,Spring,2024
NPS024210,2024-09-20,CON022,STY063,CL2455,SV09,7,Passive,Winter,2024
NPS024211,2024-09-20,CON023,STY067,CL2281,SV03,9,Promoter,Autumn,2024
NPS024212,2024-09-20,CON023,STY066,CL1542,SV12,10,Promoter,Spring,2024
NPS024213,2024-09-20,CON025,STY074,CL1356,SV07,10,Promoter,Winter,2024
NPS024214,2024-09-20,CON025,STY072,CL2985,SV05,9,Promoter,Spring,2024
NPS024215,2024-09-21,CON001,STY001,CL1318,SV01,10,Promoter,Winter,2024
NPS024216,2024-09-21,CON001,STY002,CL1163,SV08,10,Promoter,Autumn,2024
NPS024217,2024-09-21,CON001,STY001,CL1659,SV07,6,Detractor,Autumn,2024
NPS024218,2024-09-21,CON001,STY001,CL1605,SV03,10,Promoter,Winter,2024
NPS024219,2024-09-21,CON002,STY003,CL0620,SV03,6,Detractor,Spring,2024
NPS024220,2024-09-21,CON002,STY003,CL1165,SV01,8,Passive,Spring,2024
NPS024221,2024-09-21,CON002,STY003,CL0844,SV01,7,Passive,Winter,2024
NPS024222,2024-09-21,CON004,STY011,CL1626,SV01,10,Promoter,Spring,2024
NPS024223,2024-09-21,CON004,STY010,CL2609,SV01,10,Promoter,Summer,2024
NPS024224,2024-09-21,CON006,STY019,CL2926,SV03,9,Promoter,Spring,2024
NPS024225,2024-09-21,CON007,STY022,CL1715,SV02,10,Promoter,Winter,2024
NPS024226,2024-09-21,CON008,STY023,CL2136,SV02,9,Promoter,Autumn,2024
NPS024227,2024-09-21,CON008,STY024,CL2089,SV02,9,Promoter,Winter,2024
NPS024228,2024-09-21,CON010,STY030,CL0313,SV02,10,Promoter,Autumn,2024
NPS024229,2024-09-21,CON010,STY029,CL0518,SV01,9,Promoter,Summer,2024
NPS024230,2024-09-21,CON011,STY032,CL1906,SV02,10,Promoter,Autumn,2024
NPS024231,2024-09-21,CON012,STY034,CL0954,SV10,8,Passive,Spring,2024
NPS024232,2024-09-21,CON013,STY037,CL2805,SV03,8,Passive,Spring,2024
NPS024233,2024-09-21,CON013,STY037,CL2170,SV07,9,Promoter,Summer,2024
NPS024234,2024-09-21,CON013,STY038,CL0702,SV01,8,Passive,Summer,2024
NPS024235,2024-09-21,CON014,STY039,CL2270,SV02,8,Passive,Autumn,2024
NPS024236,2024-09-21,CON014,STY039,CL1709,SV01,7,Passive,Summer,2024
NPS024237,2024-09-21,CON014,STY039,CL0117,SV01,8,Passive,Autumn,2024
NPS024238,2024-09-21,CON015,STY043,CL2988,SV08,10,Promoter,Autumn,2024
NPS024239,2024-09-21,CON016,STY046,CL2925,SV11,10,Promoter,Spring,2024
NPS024240,2024-09-21,CON017,STY048,CL2210,SV02,10,Promoter,Autumn,2024
NPS024241,2024-09-21,CON017,STY048,CL1315,SV01,6,Detractor,Winter,2024
NPS024242,2024-09-21,CON018,STY052,CL0303,SV07,8,Passive,Autumn,2024
NPS024243,2024-09-21,CON018,STY052,CL2594,SV03,9,Promoter,Spring,2024
NPS024244,2024-09-21,CON019,STY054,CL1446,SV02,9,Promoter,Winter,2024
NPS024245,2024-09-21,CON019,STY054,CL0902,SV12,9,Promoter,Autumn,2024
NPS024246,2024-09-21,CON020,STY057,CL1921,SV05,7,Passive,Winter,2024
NPS024247,2024-09-21,CON020,STY055,CL0116,SV03,8,Passive,Winter,2024
NPS024248,2024-09-21,CON020,STY056,CL1113,SV10,10,Promoter,Autumn,2024
NPS024249,2024-09-21,CON021,STY060,CL1141,SV03,8,Passive,Winter,2024
NPS024250,2024-09-21,CON023,STY067,CL2487,SV02,10,Promoter,Summer,2024
NPS024251,2024-09-21,CON024,STY070,CL2993,SV07,10,Promoter,Summer,2024
NPS024252,2024-09-21,CON024,STY068,CL0978,SV02,10,Promoter,Summer,2024
NPS024253,2024-09-21,CON025,STY074,CL1086,SV09,9,Promoter,Summer,2024
NPS024254,2024-09-21,CON025,STY074,CL2133,SV03,8,Passive,Autumn,2024
NPS024255,2024-09-23,CON001,STY001,CL2282,SV02,9,Promoter,Spring,2024
NPS024256,2024-09-23,CON002,STY004,CL1078,SV08,6,Detractor,Winter,2024
NPS024257,2024-09-23,CON002,STY003,CL2314,SV03,9,Promoter,Spring,2024
NPS024258,2024-09-23,CON003,STY008,CL0075,SV02,10,Promoter,Summer,2024
NPS024259,2024-09-23,CON004,STY011,CL2260,SV10,7,Passive,Autumn,2024
NPS024260,2024-09-23,CON007,STY022,CL0002,SV04,9,Promoter,Winter,2024
NPS024261,2024-09-23,CON007,STY022,CL2145,SV06,7,Passive,Spring,2024
NPS024262,2024-09-23,CON007,STY022,CL2122,SV09,8,Passive,Winter,2024
NPS024263,2024-09-23,CON009,STY028,CL2392,SV07,9,Promoter,Autumn,2024
NPS024264,2024-09-23,CON009,STY028,CL2098,SV07,9,Promoter,Autumn,2024
NPS024265,2024-09-23,CON009,STY027,CL1275,SV03,7,Passive,Spring,2024
NPS024266,2024-09-23,CON011,STY032,CL2050,SV01,10,Promoter,Autumn,2024
NPS024267,2024-09-23,CON012,STY033,CL1288,SV06,10,Promoter,Spring,2024
NPS024268,2024-09-23,CON012,STY033,CL0230,SV04,9,Promoter,Autumn,2024
NPS024269,2024-09-23,CON013,STY038,CL0523,SV10,8,Passive,Autumn,2024
NPS024270,2024-09-23,CON013,STY037,CL0556,SV01,10,Promoter,Autumn,2024
NPS024271,2024-09-23,CON013,STY038,CL2378,SV05,9,Promoter,Spring,2024
NPS024272,2024-09-23,CON014,STY039,CL1012,SV04,10,Promoter,Winter,2024
NPS024273,2024-09-23,CON014,STY040,CL1394,SV03,9,Promoter,Summer,2024
NPS024274,2024-09-23,CON014,STY041,CL2541,SV07,9,Promoter,Autumn,2024
NPS024275,2024-09-23,CON014,STY041,CL0204,SV03,7,Passive,Summer,2024
NPS024276,2024-09-23,CON015,STY042,CL1001,SV02,10,Promoter,Spring,2024
NPS024277,2024-09-23,CON015,STY042,CL1776,SV04,10,Promoter,Spring,2024
NPS024278,2024-09-23,CON015,STY042,CL1602,SV02,7,Passive,Spring,2024
NPS024279,2024-09-23,CON015,STY042,CL1884,SV11,9,Promoter,Spring,2024
NPS024280,2024-09-23,CON016,STY045,CL0140,SV06,9,Promoter,Autumn,2024
NPS024281,2024-09-23,CON016,STY044,CL1249,SV01,10,Promoter,Winter,2024
NPS024282,2024-09-23,CON016,STY045,CL0610,SV03,10,Promoter,Autumn,2024
NPS024283,2024-09-23,CON017,STY049,CL2348,SV04,7,Passive,Summer,2024
NPS024284,2024-09-23,CON017,STY048,CL2048,SV01,9,Promoter,Spring,2024
NPS024285,2024-09-23,CON019,STY053,CL0730,SV01,9,Promoter,Spring,2024
NPS024286,2024-09-23,CON019,STY053,CL2038,SV01,9,Promoter,Autumn,2024
NPS024287,2024-09-23,CON020,STY057,CL1099,SV08,9,Promoter,Spring,2024
NPS024288,2024-09-23,CON020,STY057,CL1140,SV05,8,Passive,Autumn,2024
NPS024289,2024-09-23,CON021,STY060,CL2089,SV01,6,Detractor,Spring,2024
NPS024290,2024-09-23,CON021,STY061,CL2565,SV03,9,Promoter,Autumn,2024
NPS024291,2024-09-23,CON022,STY065,CL2279,SV01,8,Passive,Summer,2024
NPS024292,2024-09-23,CON022,STY062,CL0418,SV10,9,Promoter,Summer,2024
NPS024293,2024-09-23,CON023,STY067,CL1962,SV02,10,Promoter,Autumn,2024
NPS024294,2024-09-23,CON024,STY068,CL0773,SV10,5,Detractor,Spring,2024
NPS024295,2024-09-23,CON024,STY068,CL0303,SV07,7,Passive,Spring,2024
NPS024296,2024-09-23,CON025,STY073,CL0578,SV02,9,Promoter,Winter,2024
NPS024297,2024-09-23,CON025,STY072,CL2292,SV07,10,Promoter,Summer,2024
NPS024298,2024-09-24,CON001,STY002,CL0619,SV01,10,Promoter,Spring,2024
NPS024299,2024-09-24,CON001,STY001,CL0839,SV01,6,Detractor,Spring,2024
NPS024300,2024-09-24,CON002,STY004,CL2950,SV01,9,Promoter,Winter,2024
NPS024301,2024-09-24,CON003,STY008,CL1480,SV01,7,Passive,Winter,2024
NPS024302,2024-09-24,CON003,STY008,CL1770,SV08,8,Passive,Summer,2024
NPS024303,2024-09-24,CON003,STY008,CL0865,SV09,9,Promoter,Winter,2024
NPS024304,2024-09-24,CON004,STY010,CL0771,SV02,5,Detractor,Winter,2024
NPS024305,2024-09-24,CON004,STY011,CL0539,SV07,10,Promoter,Summer,2024
NPS024306,2024-09-24,CON005,STY014,CL1507,SV01,8,Passive,Spring,2024
NPS024307,2024-09-24,CON005,STY014,CL0322,SV08,9,Promoter,Spring,2024
NPS024308,2024-09-24,CON005,STY015,CL0030,SV02,10,Promoter,Autumn,2024
NPS024309,2024-09-24,CON006,STY019,CL0050,SV10,10,Promoter,Summer,2024
NPS024310,2024-09-24,CON006,STY018,CL0663,SV01,9,Promoter,Winter,2024
NPS024311,2024-09-24,CON008,STY024,CL2396,SV10,10,Promoter,Spring,2024
NPS024312,2024-09-24,CON008,STY023,CL2699,SV05,9,Promoter,Summer,2024
NPS024313,2024-09-24,CON008,STY023,CL0856,SV12,8,Passive,Autumn,2024
NPS024314,2024-09-24,CON009,STY027,CL1804,SV03,8,Passive,Autumn,2024
NPS024315,2024-09-24,CON009,STY028,CL2037,SV06,10,Promoter,Winter,2024
NPS024316,2024-09-24,CON009,STY028,CL0358,SV08,9,Promoter,Summer,2024
NPS024317,2024-09-24,CON010,STY030,CL2700,SV08,7,Passive,Summer,2024
NPS024318,2024-09-24,CON011,STY031,CL1150,SV07,10,Promoter,Winter,2024
NPS024319,2024-09-24,CON011,STY031,CL1564,SV03,8,Passive,Autumn,2024
NPS024320,2024-09-24,CON011,STY031,CL1218,SV07,10,Promoter,Winter,2024
NPS024321,2024-09-24,CON012,STY035,CL1021,SV01,6,Detractor,Autumn,2024
NPS024322,2024-09-24,CON013,STY038,CL0688,SV03,10,Promoter,Spring,2024
NPS024323,2024-09-24,CON014,STY039,CL1076,SV01,10,Promoter,Spring,2024
NPS024324,2024-09-24,CON014,STY039,CL1319,SV03,7,Passive,Summer,2024
NPS024325,2024-09-24,CON015,STY042,CL0197,SV10,9,Promoter,Winter,2024
NPS024326,2024-09-24,CON015,STY043,CL0944,SV01,9,Promoter,Spring,2024
NPS024327,2024-09-24,CON016,STY046,CL2541,SV08,9,Promoter,Summer,2024
NPS024328,2024-09-24,CON016,STY045,CL0513,SV02,9,Promoter,Spring,2024
NPS024329,2024-09-24,CON017,STY047,CL0004,SV01,10,Promoter,Autumn,2024
NPS024330,2024-09-24,CON017,STY049,CL2320,SV10,6,Detractor,Spring,2024
NPS024331,2024-09-24,CON018,STY050,CL1853,SV01,9,Promoter,Winter,2024
NPS024332,2024-09-24,CON019,STY053,CL1302,SV01,9,Promoter,Winter,2024
NPS024333,2024-09-24,CON019,STY053,CL1347,SV03,10,Promoter,Autumn,2024
NPS024334,2024-09-24,CON020,STY057,CL0735,SV02,8,Passive,Summer,2024
NPS024335,2024-09-24,CON020,STY055,CL2514,SV01,9,Promoter,Spring,2024
NPS024336,2024-09-24,CON021,STY060,CL1570,SV10,9,Promoter,Spring,2024
NPS024337,2024-09-24,CON021,STY061,CL0646,SV08,7,Passive,Summer,2024
NPS024338,2024-09-24,CON021,STY058,CL2564,SV10,8,Passive,Winter,2024
NPS024339,2024-09-24,CON022,STY062,CL2529,SV10,7,Passive,Spring,2024
NPS024340,2024-09-24,CON023,STY067,CL1214,SV08,10,Promoter,Autumn,2024
NPS024341,2024-09-24,CON023,STY067,CL2749,SV02,10,Promoter,Autumn,2024
NPS024342,2024-09-24,CON023,STY067,CL0722,SV10,8,Passive,Summer,2024
NPS024343,2024-09-24,CON024,STY069,CL1968,SV10,10,Promoter,Autumn,2024
NPS024344,2024-09-24,CON024,STY071,CL0031,SV09,5,Detractor,Winter,2024
NPS024345,2024-09-24,CON025,STY074,CL2443,SV05,9,Promoter,Spring,2024
NPS024346,2024-09-24,CON025,STY072,CL2981,SV02,10,Promoter,Spring,2024
NPS024347,2024-09-25,CON001,STY001,CL1057,SV02,9,Promoter,Winter,2024
NPS024348,2024-09-25,CON001,STY001,CL2451,SV03,9,Promoter,Summer,2024
NPS024349,2024-09-25,CON001,STY001,CL1242,SV01,7,Passive,Spring,2024
NPS024350,2024-09-25,CON001,STY002,CL1435,SV09,6,Detractor,Spring,2024
NPS024351,2024-09-25,CON002,STY005,CL0907,SV08,9,Promoter,Winter,2024
NPS024352,2024-09-25,CON004,STY012,CL2359,SV10,10,Promoter,Autumn,2024
NPS024353,2024-09-25,CON007,STY020,CL2254,SV04,10,Promoter,Autumn,2024
NPS024354,2024-09-25,CON008,STY024,CL0134,SV09,10,Promoter,Autumn,2024
NPS024355,2024-09-25,CON009,STY025,CL1111,SV10,7,Passive,Spring,2024
NPS024356,2024-09-25,CON009,STY027,CL2811,SV10,9,Promoter,Summer,2024
NPS024357,2024-09-25,CON010,STY030,CL2945,SV08,8,Passive,Spring,2024
NPS024358,2024-09-25,CON011,STY032,CL0634,SV03,10,Promoter,Summer,2024
NPS024359,2024-09-25,CON011,STY031,CL2423,SV10,8,Passive,Autumn,2024
NPS024360,2024-09-25,CON011,STY031,CL0801,SV03,7,Passive,Autumn,2024
NPS024361,2024-09-25,CON013,STY038,CL1574,SV03,10,Promoter,Spring,2024
NPS024362,2024-09-25,CON013,STY038,CL1277,SV03,9,Promoter,Autumn,2024
NPS024363,2024-09-25,CON014,STY040,CL0366,SV03,6,Detractor,Summer,2024
NPS024364,2024-09-25,CON014,STY040,CL1706,SV01,10,Promoter,Autumn,2024
NPS024365,2024-09-25,CON014,STY040,CL1884,SV03,9,Promoter,Autumn,2024
NPS024366,2024-09-25,CON014,STY039,CL1349,SV08,9,Promoter,Spring,2024
NPS024367,2024-09-25,CON015,STY042,CL0779,SV09,9,Promoter,Summer,2024
NPS024368,2024-09-25,CON016,STY046,CL2988,SV06,9,Promoter,Autumn,2024
NPS024369,2024-09-25,CON016,STY046,CL0051,SV03,9,Promoter,Winter,2024
NPS024370,2024-09-25,CON016,STY046,CL2017,SV02,10,Promoter,Winter,2024
NPS024371,2024-09-25,CON017,STY049,CL1127,SV01,9,Promoter,Winter,2024
NPS024372,2024-09-25,CON018,STY051,CL2483,SV02,7,Passive,Summer,2024
NPS024373,2024-09-25,CON019,STY054,CL2842,SV12,5,Detractor,Summer,2024
NPS024374,2024-09-25,CON019,STY054,CL0548,SV11,7,Passive,Spring,2024
NPS024375,2024-09-25,CON020,STY056,CL2213,SV09,7,Passive,Spring,2024
NPS024376,2024-09-25,CON021,STY058,CL1691,SV01,7,Passive,Autumn,2024
NPS024377,2024-09-25,CON021,STY058,CL0750,SV01,10,Promoter,Winter,2024
NPS024378,2024-09-25,CON021,STY060,CL1298,SV04,8,Passive,Summer,2024
NPS024379,2024-09-25,CON021,STY061,CL1811,SV01,8,Passive,Winter,2024
NPS024380,2024-09-25,CON022,STY065,CL0209,SV01,8,Passive,Summer,2024
NPS024381,2024-09-25,CON022,STY065,CL0569,SV10,8,Passive,Summer,2024
NPS024382,2024-09-25,CON023,STY067,CL1581,SV05,8,Passive,Summer,2024
NPS024383,2024-09-25,CON023,STY066,CL1383,SV08,6,Detractor,Winter,2024
NPS024384,2024-09-25,CON023,STY066,CL1638,SV08,9,Promoter,Winter,2024
NPS024385,2024-09-26,CON001,STY001,CL1302,SV03,7,Passive,Spring,2024
NPS024386,2024-09-26,CON001,STY002,CL1468,SV01,8,Passive,Winter,2024
NPS024387,2024-09-26,CON002,STY004,CL1626,SV08,6,Detractor,Autumn,2024
NPS024388,2024-09-26,CON004,STY010,CL2827,SV10,6,Detractor,Spring,2024
NPS024389,2024-09-26,CON006,STY018,CL0749,SV04,8,Passive,Winter,2024
NPS024390,2024-09-26,CON006,STY018,CL1341,SV11,9,Promoter,Spring,2024
NPS024391,2024-09-26,CON007,STY020,CL1204,SV01,7,Passive,Winter,2024
NPS024392,2024-09-26,CON007,STY022,CL2488,SV02,7,Passive,Summer,2024
NPS024393,2024-09-26,CON007,STY022,CL2930,SV11,10,Promoter,Spring,2024
NPS024394,2024-09-26,CON007,STY021,CL1073,SV05,9,Promoter,Winter,2024
NPS024395,2024-09-26,CON008,STY024,CL2330,SV05,8,Passive,Summer,2024
NPS024396,2024-09-26,CON008,STY023,CL0722,SV02,9,Promoter,Autumn,2024
NPS024397,2024-09-26,CON009,STY026,CL0701,SV01,9,Promoter,Winter,2024
NPS024398,2024-09-26,CON009,STY027,CL1397,SV02,9,Promoter,Autumn,2024
NPS024399,2024-09-26,CON011,STY032,CL0517,SV05,9,Promoter,Spring,2024
NPS024400,2024-09-26,CON012,STY035,CL2073,SV02,10,Promoter,Winter,2024
NPS024401,2024-09-26,CON013,STY038,CL2149,SV10,8,Passive,Spring,2024
NPS024402,2024-09-26,CON013,STY038,CL0602,SV08,7,Passive,Autumn,2024
NPS024403,2024-09-26,CON014,STY040,CL0821,SV01,7,Passive,Summer,2024
NPS024404,2024-09-26,CON015,STY042,CL0024,SV08,9,Promoter,Autumn,2024
NPS024405,2024-09-26,CON016,STY046,CL2089,SV07,10,Promoter,Summer,2024
NPS024406,2024-09-26,CON016,STY044,CL2243,SV01,7,Passive,Winter,2024
NPS024407,2024-09-26,CON017,STY047,CL2068,SV03,6,Detractor,Summer,2024
NPS024408,2024-09-26,CON019,STY053,CL1392,SV08,6,Detractor,Summer,2024
NPS024409,2024-09-26,CON020,STY056,CL2848,SV09,9,Promoter,Autumn,2024
NPS024410,2024-09-26,CON020,STY055,CL1725,SV03,8,Passive,Spring,2024
NPS024411,2024-09-26,CON021,STY061,CL1311,SV02,9,Promoter,Summer,2024
NPS024412,2024-09-26,CON021,STY058,CL0923,SV10,5,Detractor,Winter,2024
NPS024413,2024-09-26,CON023,STY066,CL2399,SV01,8,Passive,Autumn,2024
NPS024414,2024-09-26,CON023,STY066,CL2084,SV03,9,Promoter,Spring,2024
NPS024415,2024-09-26,CON024,STY069,CL1733,SV07,10,Promoter,Spring,2024
NPS024416,2024-09-26,CON024,STY069,CL0956,SV04,8,Passive,Summer,2024
NPS024417,2024-09-26,CON024,STY070,CL2096,SV10,8,Passive,Autumn,2024
NPS024418,2024-09-26,CON025,STY072,CL2805,SV07,7,Passive,Autumn,2024
NPS024419,2024-09-26,CON025,STY072,CL2363,SV03,9,Promoter,Autumn,2024
NPS024420,2024-09-27,CON001,STY001,CL0458,SV07,5,Detractor,Summer,2024
NPS024421,2024-09-27,CON001,STY002,CL1609,SV08,9,Promoter,Winter,2024
NPS024422,2024-09-27,CON002,STY004,CL1526,SV02,8,Passive,Spring,2024
NPS024423,2024-09-27,CON003,STY008,CL1170,SV11,7,Passive,Summer,2024
NPS024424,2024-09-27,CON003,STY008,CL0105,SV10,5,Detractor,Winter,2024
NPS024425,2024-09-27,CON003,STY008,CL2399,SV01,9,Promoter,Autumn,2024
NPS024426,2024-09-27,CON004,STY010,CL2073,SV03,5,Detractor,Spring,2024
NPS024427,2024-09-27,CON004,STY011,CL2856,SV10,8,Passive,Winter,2024
NPS024428,2024-09-27,CON005,STY017,CL1268,SV01,9,Promoter,Winter,2024
NPS024429,2024-09-27,CON005,STY017,CL1872,SV03,9,Promoter,Summer,2024
NPS024430,2024-09-27,CON005,STY016,CL0182,SV05,9,Promoter,Autumn,2024
NPS024431,2024-09-27,CON006,STY018,CL0437,SV09,10,Promoter,Winter,2024
NPS024432,2024-09-27,CON007,STY022,CL0554,SV02,7,Passive,Spring,2024
NPS024433,2024-09-27,CON008,STY024,CL0608,SV03,9,Promoter,Summer,2024
NPS024434,2024-09-27,CON008,STY024,CL2632,SV09,8,Passive,Spring,2024
NPS024435,2024-09-27,CON009,STY026,CL0423,SV03,8,Passive,Autumn,2024
NPS024436,2024-09-27,CON011,STY031,CL2177,SV05,9,Promoter,Winter,2024
NPS024437,2024-09-27,CON011,STY032,CL1799,SV05,8,Passive,Winter,2024
NPS024438,2024-09-27,CON011,STY031,CL1880,SV11,8,Passive,Spring,2024
NPS024439,2024-09-27,CON011,STY032,CL0388,SV08,10,Promoter,Spring,2024
NPS024440,2024-09-27,CON012,STY035,CL2966,SV04,9,Promoter,Winter,2024
NPS024441,2024-09-27,CON013,STY037,CL0160,SV05,9,Promoter,Summer,2024
NPS024442,2024-09-27,CON013,STY037,CL2161,SV04,10,Promoter,Spring,2024
NPS024443,2024-09-27,CON014,STY040,CL2497,SV10,10,Promoter,Spring,2024
NPS024444,2024-09-27,CON014,STY041,CL0503,SV01,9,Promoter,Summer,2024
NPS024445,2024-09-27,CON014,STY041,CL1382,SV05,6,Detractor,Spring,2024
NPS024446,2024-09-27,CON015,STY043,CL2365,SV07,5,Detractor,Winter,2024
NPS024447,2024-09-27,CON016,STY045,CL2792,SV06,9,Promoter,Winter,2024
NPS024448,2024-09-27,CON017,STY049,CL1993,SV10,6,Detractor,Winter,2024
NPS024449,2024-09-27,CON017,STY047,CL1580,SV09,8,Passive,Spring,2024
NPS024450,2024-09-27,CON017,STY048,CL1400,SV01,9,Promoter,Spring,2024
NPS024451,2024-09-27,CON017,STY047,CL2770,SV10,6,Detractor,Spring,2024
NPS024452,2024-09-27,CON018,STY052,CL0579,SV03,9,Promoter,Winter,2024
NPS024453,2024-09-27,CON018,STY051,CL0893,SV11,9,Promoter,Winter,2024
NPS024454,2024-09-27,CON019,STY054,CL2698,SV01,10,Promoter,Spring,2024
NPS024455,2024-09-27,CON020,STY056,CL2115,SV04,8,Passive,Autumn,2024
NPS024456,2024-09-27,CON020,STY057,CL2798,SV01,8,Passive,Spring,2024
NPS024457,2024-09-27,CON021,STY058,CL1877,SV03,10,Promoter,Winter,2024
NPS024458,2024-09-27,CON021,STY060,CL1790,SV09,10,Promoter,Spring,2024
NPS024459,2024-09-27,CON022,STY065,CL0926,SV08,10,Promoter,Winter,2024
NPS024460,2024-09-27,CON022,STY065,CL2482,SV10,8,Passive,Winter,2024
NPS024461,2024-09-27,CON023,STY067,CL0721,SV03,7,Passive,Summer,2024
